r,g,b,lang_code,chatgpt_raw,chatgpt_norm,chatgpt_min,gemini_raw,gemini_norm,gemini_min
255,0,212,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
255,66,0,en,orange,orange,orange,Red-orange,red-orange,redorange
177,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,163,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
255,105,0,en,orange,orange,orange,Orange,orange,orange
0,152,255,en,blue,blue,blue,Blue,blue,blue
0,234,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,129,en,green,green,green,Spring Green,spring green,springgreen
0,250,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,45,en,green,green,green,Green,green,green
0,255,37,en,green,green,green,Green,green,green
0,169,255,en,blue,blue,blue,Sky blue,sky blue,skyblue
0,85,255,en,blue,blue,blue,Blue,blue,blue
144,0,255,en,purple,purple,purple,Purple,purple,purple
147,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,65,en,red,red,red,Hot Pink,hot pink,hotpink
255,0,127,en,pink,pink,pink,Hot pink,hot pink,hotpink
96,255,0,en,lime,lime,lime,Lime,lime,lime
255,0,158,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
255,27,0,en,red,red,red,Red,red,red
138,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,139,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
255,0,239,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,78,en,red,red,red,Shocking pink,shocking pink,shockingpink
59,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,87,en,green,green,green,Green,green,green
51,0,255,en,blue,blue,blue,Blue,blue,blue
255,175,0,en,orange,orange,orange,Orange,orange,orange
133,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,231,en,magenta,magenta,magenta,Magenta,magenta,magenta
162,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,180,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
189,0,255,en,magenta,magenta,magenta,Purple,purple,purple
208,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
0,255,26,en,green,green,green,Lime green,lime green,limegreen
0,255,24,en,green,green,green,Lime green,lime green,limegreen
255,0,189,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,61,255,en,blue,blue,blue,Blue,blue,blue
255,28,0,en,red,red,red,Red,red,red
0,255,81,en,green,green,green,Green,green,green
255,0,154,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
255,0,128,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
0,255,144,en,green,green,green,Cyan,cyan,cyan
0,76,255,en,blue,blue,blue,Blue,blue,blue
255,0,154,en,magenta,magenta,magenta,Hot pink,hot pink,hotpink
13,0,255,en,blue,blue,blue,Blue,blue,blue
116,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,175,en,magenta,magenta,magenta,Pink,pink,pink
0,79,255,en,blue,blue,blue,Blue,blue,blue
255,0,25,en,red,red,red,Red,red,red
0,200,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,222,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
10,255,0,en,green,green,green,Neon green,neon green,neongreen
255,0,10,en,red,red,red,Red,red,red
0,255,167,en,green,green,green,Spring Green,spring green,springgreen
255,234,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,207,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,150,en,green,green,green,Spring green,spring green,springgreen
255,87,0,en,orange,orange,orange,Orange,orange,orange
0,255,252,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,83,0,en,orange,orange,orange,Orange,orange,orange
128,0,255,en,purple,purple,purple,Violet,violet,violet
240,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
116,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,45,0,en,orange,orange,orange,Scarlet,scarlet,scarlet
255,0,204,en,magenta,magenta,magenta,Magenta,magenta,magenta
207,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,0,100,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,161,255,en,blue,blue,blue,Bright blue,bright blue,brightblue
255,219,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
194,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,75,en,green,green,green,Lime green,lime green,limegreen
255,39,0,en,orange,orange,orange,Vermilion,vermilion,vermilion
127,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
127,0,255,en,purple,purple,purple,Purple,purple,purple
0,60,255,en,blue,blue,blue,Blue,blue,blue
0,255,31,en,lime,lime,lime,Green,green,green
255,0,228,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,16,255,en,blue,blue,blue,Blue,blue,blue
45,255,0,en,green,green,green,Lime green,lime green,limegreen
255,185,0,en,orange,orange,orange,Orange,orange,orange
214,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,139,255,en,blue,blue,blue,Blue,blue,blue
0,194,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,104,255,en,blue,blue,blue,Blue,blue,blue
16,255,0,en,green,green,green,Green,green,green
255,73,0,en,orange,orange,orange,Orange,orange,orange
40,0,255,en,blue,blue,blue,Blue,blue,blue
0,145,255,en,blue,blue,blue,Dodger Blue,dodger blue,dodgerblue
19,255,0,en,green,green,green,Green,green,green
108,0,255,en,purple,purple,purple,Violet,violet,violet
0,133,255,en,blue,blue,blue,Blue,blue,blue
0,255,207,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,82,en,green,green,green,Lime green,lime green,limegreen
0,255,23,en,green,green,green,Lime green,lime green,limegreen
181,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,107,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,54,255,en,blue,blue,blue,Blue,blue,blue
0,255,223,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
198,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
0,255,127,en,green,green,green,Neon green,neon green,neongreen
255,0,188,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,9,en,green,green,green,Lime green,lime green,limegreen
255,250,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
120,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,252,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,114,255,en,blue,blue,blue,Blue,blue,blue
72,255,0,en,green,green,green,Neon green,neon green,neongreen
255,37,0,en,orange,orange,orange,Scarlet,scarlet,scarlet
215,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,74,0,en,orange,orange,orange,Orange,orange,orange
0,255,109,en,green,green,green,Spring green,spring green,springgreen
0,255,22,en,green,green,green,Lime green,lime green,limegreen
97,255,0,en,green,green,green,Lime green,lime green,limegreen
0,155,255,en,blue,blue,blue,Bright blue,bright blue,brightblue
255,17,0,en,red,red,red,Red,red,red
255,0,229,en,magenta,magenta,magenta,Magenta,magenta,magenta
157,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,90,en,green,green,green,Green,green,green
0,255,129,en,green,green,green,Spring green,spring green,springgreen
200,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,0,234,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,83,en,green,green,green,Lime green,lime green,limegreen
255,0,27,en,red,red,red,Red,red,red
255,0,68,en,pink,pink,pink,Hot Pink,hot pink,hotpink
255,50,0,en,orange,orange,orange,Orange,orange,orange
0,255,192,en,turquoise,turquoise,turquoise,Aqua,aqua,aqua
255,54,0,en,orange,orange,orange,Red-orange,red-orange,redorange
255,6,0,en,red,red,red,Red,red,red
255,241,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
75,0,255,en,purple,purple,purple,Violet,violet,violet
49,255,0,en,green,green,green,Green,green,green
255,185,0,en,yellow,yellow,yellow,Yellow-orange,yellow-orange,yelloworange
143,255,0,en,green,green,green,Lime green,lime green,limegreen
127,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,10,255,en,blue,blue,blue,Blue,blue,blue
235,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,113,0,en,orange,orange,orange,Orange,orange,orange
0,255,211,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,82,0,en,orange,orange,orange,Orange,orange,orange
0,255,167,en,green,green,green,Aqua,aqua,aqua
255,235,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
65,0,255,en,purple,purple,purple,Electric blue,electric blue,electricblue
96,0,255,en,purple,purple,purple,Purple,purple,purple
0,184,255,en,light blue,light blue,lightblue,Azure,azure,azure
17,0,255,en,blue,blue,blue,Blue,blue,blue
0,88,255,en,blue,blue,blue,Blue,blue,blue
0,255,199,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,90,en,green,green,green,Green,green,green
0,48,255,en,blue,blue,blue,Blue,blue,blue
255,0,194,en,magenta,magenta,magenta,Magenta,magenta,magenta
70,255,0,en,green,green,green,Lime green,lime green,limegreen
0,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,196,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
255,0,155,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
175,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
206,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,5,255,en,blue,blue,blue,Blue,blue,blue
245,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
57,255,0,en,green,green,green,Lime green,lime green,limegreen
0,255,189,en,turquoise,turquoise,turquoise,Aqua,aqua,aqua
255,250,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,154,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,81,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
202,0,255,en,purple,purple,purple,Magenta,magenta,magenta
243,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
227,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
146,0,255,en,purple,purple,purple,Purple,purple,purple
169,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
184,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
165,0,255,en,purple,purple,purple,Purple,purple,purple
0,130,255,en,blue,blue,blue,Blue,blue,blue
0,255,193,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
135,0,255,en,purple,purple,purple,Purple,purple,purple
28,255,0,en,green,green,green,Green,green,green
168,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,192,en,magenta,magenta,magenta,Magenta,magenta,magenta
79,255,0,en,green,green,green,Lime green,lime green,limegreen
255,0,22,en,red,red,red,Red,red,red
255,53,0,en,orange,orange,orange,Orange-red,orange-red,orangered
0,238,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
104,0,255,en,purple,purple,purple,Violet,violet,violet
255,0,144,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
255,226,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,55,0,en,orange,orange,orange,Red-orange,red-orange,redorange
101,0,255,en,purple,purple,purple,Violet,violet,violet
0,255,193,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,51,0,en,orange,orange,orange,OrangeRed,orange red,orangered
76,0,255,en,purple,purple,purple,Blue Violet,blue violet,blueviolet
255,0,100,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
0,248,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,95,0,en,orange,orange,orange,Orange,orange,orange
0,255,83,en,green,green,green,Lime green,lime green,limegreen
0,33,255,en,blue,blue,blue,Blue,blue,blue
255,0,114,en,pink,pink,pink,Hot pink,hot pink,hotpink
218,255,0,en,lime,lime,lime,Neon yellow,neon yellow,neonyellow
0,118,255,en,blue,blue,blue,Blue,blue,blue
255,200,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
52,255,0,en,green,green,green,Green,green,green
255,252,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,215,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,134,0,en,orange,orange,orange,Orange,orange,orange
255,155,0,en,orange,orange,orange,orange,orange,orange
0,132,255,en,blue,blue,blue,Dodger Blue,dodger blue,dodgerblue
58,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,43,en,green,green,green,Lime,lime,lime
255,61,0,en,orange,orange,orange,Orange-Red,orange-red,orangered
255,0,35,en,red,red,red,Red,red,red
0,255,235,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,229,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,242,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,251,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,236,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,119,en,green,green,green,Green,green,green
255,64,0,en,orange,orange,orange,Orange,orange,orange
0,125,255,en,blue,blue,blue,Azure,azure,azure
255,0,14,en,red,red,red,Red,red,red
0,255,248,en,cyan,cyan,cyan,Cyan,cyan,cyan
151,0,255,en,purple,purple,purple,Violet,violet,violet
0,255,124,en,green,green,green,Spring green,spring green,springgreen
0,255,223,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
20,0,255,en,blue,blue,blue,Blue,blue,blue
255,101,0,en,orange,orange,orange,Orange,orange,orange
0,233,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,45,en,red,red,red,Red,red,red
255,8,0,en,red,red,red,Red,red,red
0,255,247,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,50,0,en,orange,orange,orange,Red-orange,red-orange,redorange
0,22,255,en,blue,blue,blue,Blue,blue,blue
255,147,0,en,orange,orange,orange,Orange,orange,orange
21,0,255,en,blue,blue,blue,Blue,blue,blue
255,5,0,en,red,red,red,Red,red,red
255,0,187,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,99,en,green,green,green,Lime green,lime green,limegreen
183,0,255,en,purple,purple,purple,Purple,purple,purple
84,0,255,en,purple,purple,purple,Violet,violet,violet
255,0,24,en,red,red,red,Red,red,red
218,255,0,en,yellow,yellow,yellow,Neon yellow,neon yellow,neonyellow
211,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
0,155,255,en,blue,blue,blue,Blue,blue,blue
122,255,0,en,green,green,green,Lime green,lime green,limegreen
0,93,255,en,blue,blue,blue,Blue,blue,blue
2,0,255,en,blue,blue,blue,Blue,blue,blue
13,255,0,en,green,green,green,Green,green,green
255,0,40,en,red,red,red,Red,red,red
0,245,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,20,en,green,green,green,Green,green,green
0,255,98,en,green,green,green,Kelly green,kelly green,kellygreen
182,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,237,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,214,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,26,255,en,blue,blue,blue,Blue,blue,blue
0,92,255,en,blue,blue,blue,Blue,blue,blue
0,252,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
189,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,112,255,en,blue,blue,blue,Blue,blue,blue
255,54,0,en,orange,orange,orange,Vermilion,vermilion,vermilion
63,255,0,en,green,green,green,Lime green,lime green,limegreen
255,194,0,en,orange,orange,orange,Amber,amber,amber
255,87,0,en,orange,orange,orange,Orange,orange,orange
255,95,0,en,orange,orange,orange,Orange,orange,orange
118,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
158,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,240,en,magenta,magenta,magenta,Magenta,magenta,magenta
99,0,255,en,purple,purple,purple,Violet,violet,violet
255,54,0,en,orange,orange,orange,Red-orange,red-orange,redorange
215,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,218,en,magenta,magenta,magenta,Magenta,magenta,magenta
183,0,255,en,purple,purple,purple,Purple,purple,purple
255,175,0,en,orange,orange,orange,Orange,orange,orange
0,255,62,en,green,green,green,Lime green,lime green,limegreen
0,132,255,en,blue,blue,blue,Blue,blue,blue
255,0,152,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,65,0,en,orange,orange,orange,Orange,orange,orange
0,94,255,en,blue,blue,blue,Blue,blue,blue
255,0,234,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,237,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,66,en,green,green,green,Lime green,lime green,limegreen
235,0,255,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
255,0,80,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,51,en,green,green,green,Lime green,lime green,limegreen
255,0,227,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,0,63,en,red,red,red,Hot pink,hot pink,hotpink
255,0,32,en,red,red,red,Red,red,red
8,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,103,en,green,green,green,Bright green,bright green,brightgreen
255,0,45,en,red,red,red,Red,red,red
62,0,255,en,blue,blue,blue,Royal Blue,royal blue,royalblue
0,53,255,en,blue,blue,blue,Blue,blue,blue
82,0,255,en,purple,purple,purple,Violet,violet,violet
255,0,39,en,red,red,red,Red,red,red
168,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,12,en,green,green,green,Green,green,green
255,189,0,en,orange,orange,orange,Orange,orange,orange
165,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,167,0,en,orange,orange,orange,Orange,orange,orange
62,0,255,en,purple,purple,purple,Electric blue,electric blue,electricblue
139,0,255,en,purple,purple,purple,Purple,purple,purple
0,36,255,en,blue,blue,blue,Blue,blue,blue
17,0,255,en,blue,blue,blue,Blue,blue,blue
255,109,0,en,orange,orange,orange,Orange,orange,orange
119,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
51,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,56,en,green,green,green,Lime,lime,lime
255,70,0,en,orange,orange,orange,Orange,orange,orange
255,0,97,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,54,255,en,blue,blue,blue,Blue,blue,blue
71,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,170,0,en,orange,orange,orange,Orange,orange,orange
0,95,255,en,blue,blue,blue,Blue,blue,blue
0,255,178,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
255,0,18,en,red,red,red,Red,red,red
86,0,255,en,purple,purple,purple,Violet,violet,violet
143,0,255,en,purple,purple,purple,Purple,purple,purple
0,169,255,en,blue,blue,blue,Electric blue,electric blue,electricblue
0,255,113,en,green,green,green,Spring green,spring green,springgreen
159,0,255,en,purple,purple,purple,Purple,purple,purple
0,255,204,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
255,33,0,en,orange,orange,orange,Scarlet,scarlet,scarlet
255,0,111,en,pink,pink,pink,Hot Pink,hot pink,hotpink
0,255,251,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,65,en,red,red,red,Fuchsia,fuchsia,fuchsia
255,0,67,en,red,red,red,Magenta,magenta,magenta
255,157,0,en,orange,orange,orange,Orange,orange,orange
245,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,114,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,126,0,en,orange,orange,orange,Orange,orange,orange
136,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
103,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,136,en,green,green,green,Green,green,green
28,0,255,en,blue,blue,blue,Blue,blue,blue
157,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,247,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,127,en,green,green,green,Spring green,spring green,springgreen
255,173,0,en,orange,orange,orange,Orange,orange,orange
255,0,111,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
0,208,255,en,cyan,cyan,cyan,Deep Sky Blue,deep sky blue,deepskyblue
255,0,67,en,red,red,red,Fuchsia,fuchsia,fuchsia
255,213,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,244,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
0,255,74,en,green,green,green,Lime green,lime green,limegreen
255,237,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,63,en,green,green,green,Electric green,electric green,electricgreen
0,255,6,en,green,green,green,Neon green,neon green,neongreen
0,255,4,en,green,green,green,Lime green,lime green,limegreen
139,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,108,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,100,0,en,orange,orange,orange,Orange,orange,orange
0,125,255,en,blue,blue,blue,Azure,azure,azure
18,255,0,en,green,green,green,Green,green,green
45,255,0,en,green,green,green,Lime Green,lime green,limegreen
0,255,90,en,green,green,green,Neon green,neon green,neongreen
77,255,0,en,lime,lime,lime,Neon green,neon green,neongreen
6,255,0,en,green,green,green,Green,green,green
25,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,209,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,46,255,en,blue,blue,blue,Blue,blue,blue
255,147,0,en,orange,orange,orange,Orange,orange,orange
255,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,150,en,green,green,green,Spring green,spring green,springgreen
0,55,255,en,blue,blue,blue,Blue,blue,blue
0,255,1,en,green,green,green,Lime green,lime green,limegreen
46,0,255,en,blue,blue,blue,Blue,blue,blue
0,255,176,en,turquoise,turquoise,turquoise,Turquoise,turquoise,turquoise
0,255,168,en,green,green,green,Spring Green,spring green,springgreen
255,0,37,en,red,red,red,Red,red,red
186,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
178,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,244,en,magenta,magenta,magenta,Magenta,magenta,magenta
241,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
255,0,183,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,146,en,green,green,green,Spring green,spring green,springgreen
255,0,5,en,red,red,red,Red,red,red
255,184,0,en,orange,orange,orange,Orange,orange,orange
255,175,0,en,orange,orange,orange,Orange,orange,orange
255,0,140,en,magenta,magenta,magenta,Hot Pink,hot pink,hotpink
0,255,189,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,163,en,cyan,cyan,cyan,Spring green,spring green,springgreen
0,233,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
146,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
34,0,255,en,blue,blue,blue,Blue,blue,blue
255,34,0,en,red,red,red,Red,red,red
255,0,223,en,magenta,magenta,magenta,Magenta,magenta,magenta
94,0,255,en,purple,purple,purple,Violet,violet,violet
255,183,0,en,orange,orange,orange,Orange,orange,orange
153,0,255,en,purple,purple,purple,Purple,purple,purple
0,39,255,en,blue,blue,blue,Blue,blue,blue
112,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
198,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
84,255,0,en,green,green,green,Lime green,lime green,limegreen
19,255,0,en,green,green,green,Green,green,green
255,252,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,85,en,green,green,green,Lime green,lime green,limegreen
249,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
65,255,0,en,green,green,green,Green,green,green
255,0,205,en,magenta,magenta,magenta,Pink,pink,pink
255,99,0,en,orange,orange,orange,Orange,orange,orange
38,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,82,en,pink,pink,pink,Fuchsia,fuchsia,fuchsia
255,95,0,en,orange,orange,orange,Orange,orange,orange
106,0,255,en,purple,purple,purple,Purple,purple,purple
255,88,0,en,orange,orange,orange,Orange,orange,orange
238,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
39,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,238,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,106,255,en,blue,blue,blue,Blue,blue,blue
201,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,1,255,en,blue,blue,blue,Blue,blue,blue
0,69,255,en,blue,blue,blue,Blue,blue,blue
0,58,255,en,blue,blue,blue,Blue,blue,blue
0,255,201,en,turquoise,turquoise,turquoise,Cyan,cyan,cyan
0,255,158,en,mint green,mint green,mintgreen,Aqua,aqua,aqua
255,225,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
171,0,255,en,purple,purple,purple,Purple,purple,purple
0,96,255,en,blue,blue,blue,Blue,blue,blue
255,222,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,86,en,green,green,green,Lime green,lime green,limegreen
255,0,42,en,red,red,red,Red,red,red
164,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
0,255,35,en,green,green,green,Green,green,green
112,255,0,en,lime,lime,lime,Lime green,lime green,limegreen
255,0,33,en,red,red,red,Red,red,red
255,38,0,en,orange,orange,orange,Red-orange,red-orange,redorange
255,0,21,en,red,red,red,Red,red,red
0,255,5,en,green,green,green,Green,green,green
0,111,255,en,blue,blue,blue,Blue,blue,blue
142,0,255,en,purple,purple,purple,Purple,purple,purple
255,0,124,en,pink,pink,pink,Hot pink,hot pink,hotpink
255,0,105,en,pink,pink,pink,Hot Pink,hot pink,hotpink
255,0,194,en,magenta,magenta,magenta,Fuchsia,fuchsia,fuchsia
0,255,12,en,green,green,green,Green,green,green
255,130,0,en,orange,orange,orange,Orange,orange,orange
255,119,0,en,orange,orange,orange,Orange,orange,orange
255,31,0,en,red,red,red,Red,red,red
0,252,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,82,en,pink,pink,pink,Hot pink,hot pink,hotpink
0,255,133,en,green,green,green,Kelly green,kelly green,kellygreen
255,199,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,0,en,green,green,green,Lime green,lime green,limegreen
255,181,0,en,orange,orange,orange,Orange,orange,orange
141,0,255,en,purple,purple,purple,Purple,purple,purple
255,171,0,en,orange,orange,orange,Orange,orange,orange
0,255,9,en,green,green,green,Green,green,green
255,0,191,en,magenta,magenta,magenta,Magenta,magenta,magenta
219,255,0,en,lime,lime,lime,Chartreuse,chartreuse,chartreuse
255,118,0,en,orange,orange,orange,Orange,orange,orange
0,255,45,en,green,green,green,Lime green,lime green,limegreen
0,255,137,en,green,green,green,Spring green,spring green,springgreen
228,0,255,en,magenta,magenta,magenta,Magenta,magenta,magenta
255,198,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
0,255,227,en,cyan,cyan,cyan,Cyan,cyan,cyan
104,0,255,en,purple,purple,purple,Purple,purple,purple
255,122,0,en,orange,orange,orange,Orange,orange,orange
255,164,0,en,orange,orange,orange,Orange,orange,orange
0,221,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,113,en,pink,pink,pink,Hot Pink,hot pink,hotpink
241,255,0,en,yellow,yellow,yellow,Yellow,yellow,yellow
228,255,0,en,yellow,yellow,yellow,Neon yellow,neon yellow,neonyellow
116,255,0,en,green,green,green,Lime green,lime green,limegreen
0,209,255,en,cyan,cyan,cyan,Cyan,cyan,cyan
255,0,90,en,pink,pink,pink,Hot pink,hot pink,hotpink
87,255,0,en,green,green,green,Lime green,lime green,limegreen
130,0,255,en,purple,purple,purple,Purple,purple,purple
112,0,255,en,purple,purple,purple,Violet,violet,violet
54,255,0,en,lime green,lime green,limegreen,Lime green,lime green,limegreen
255,19,0,en,red,red,red,Red,red,red
1,0,255,en,blue,blue,blue,Blue,blue,blue
255,0,238,en,magenta,magenta,magenta,Magenta,magenta,magenta
0,255,96,en,green,green,green,Green,green,green
255,0,26,en,red,red,red,Red,red,red
255,86,0,en,orange,orange,orange,Orange,orange,orange
224,255,0,en,yellow,yellow,yellow,Neon yellow,neon yellow,neonyellow
255,105,0,en,orange,orange,orange,Orange,orange,orange
