r,g,b,lang_code,human_raw,human_norm
255,0,112,en,fuschia,fuschia
255,188,0,en,orange,orange
255,0,231,en,magenta,magenta
185,0,255,en,purple,purple
255,0,77,en,fuschia,fuschia
255,0,38,en,red,red
16,255,0,en,green,green
255,83,0,en,red orange,red orange
255,220,0,en,yellow,yellow
225,0,255,en,magenta,magenta
255,0,97,en,fuschia,fuschia
255,0,170,en,magenta,magenta
255,57,0,en,red orange,red orange
255,133,0,en,orange,orange
255,0,196,en,magenta,magenta
42,255,0,en,green,green
255,244,0,en,yellow,yellow
255,181,0,en,light orange,light orange
255,112,0,en,orange,orange
217,255,0,en,yellow,yellow
255,69,0,en,dark orange,dark orange
255,0,93,en,hot pink,hot pink
147,255,0,en,yellow green,yellow green
255,0,214,en,magenta,magenta
65,0,255,en,indigo,indigo
255,0,254,en,magenta,magenta
99,0,255,en,indigo,indigo
255,142,0,en,dark orange,dark orange
255,0,67,en,hot pink,hot pink
255,0,37,en,red,red
178,0,255,en,purple,purple
255,207,0,en,yellow,yellow
117,255,0,en,yellow green,yellow green
255,0,130,en,hot pink,hot pink
255,254,0,en,yellow,yellow
255,0,166,en,magenta,magenta
255,0,183,en,magenta,magenta
255,227,0,en,dark yellow,dark yellow
255,191,0,en,yellow,yellow
255,0,89,en,pink,pink
255,89,0,en,orange,orange
255,0,63,en,red,red
237,0,255,en,purple,purple
161,0,255,en,purple,purple
255,0,213,en,pink,pink
196,0,255,en,purple,purple
255,0,38,en,red,red
255,0,148,en,pink,pink
255,0,203,en,pink,pink
255,250,0,en,yellow,yellow
102,255,0,en,green,green
157,255,0,en,green,green
255,143,0,en,orange,orange
255,229,0,en,yellow,yellow
255,19,0,en,red,red
255,0,142,en,pink,pink
192,255,0,en,green,green
255,167,0,en,orange,orange
47,0,255,en,purple,purple
255,193,0,en,yellowq,yellowq
226,0,255,en,purple,purple
255,0,110,en,magenta,magenta
255,0,165,en,purple pink,purple pink
121,255,0,en,sickly green,sickly green
251,255,0,en,yellow,yellow
81,0,255,en,indigo,indigo
255,156,0,en,orange,orange
255,0,22,en,red,red
255,0,240,en,pink,pink
180,255,0,en,lime,lime
255,141,0,en,orange,orange
255,215,0,en,yellow but not the same,yellow but not the same
255,0,139,en,magenta,magenta
255,26,0,en,red,red
161,0,255,en,purple,purple
255,113,0,en,orange,orange
206,0,255,en,slightly redder purple,slightly redder purple
255,0,72,en,red pink,red pink
206,255,0,en,greenish yellow,greenish yellow
255,0,190,en,magenta,magenta
255,157,0,en,orange,orange
255,0,170,en,fusia,fusia
189,255,0,en,bright green,bright green
255,65,0,en,red/orange,redorange
255,0,72,en,red,red
255,0,208,en,pink,pink
113,0,255,en,purple,purple
255,236,0,en,yellow,yellow
255,124,0,en,orange,orange
255,0,218,en,pink,pink
255,0,201,en,pink,pink
33,0,255,en,blue,blue
255,186,0,en,orange,orange
55,255,0,en,green,green
151,0,255,en,purple,purple
230,0,255,en,pink,pink
255,0,127,en,hot pink,hot pink
187,255,0,en,inch worm,inch worm
243,0,255,en,fusia,fusia
83,255,0,en,lime,lime
150,255,0,en,inch worm,inch worm
255,0,70,en,candy apple,candy apple
255,250,0,en,yellow,yellow
255,10,0,en,red,red
208,0,255,en,purple,purple
255,217,0,en,yellow,yellow
255,0,161,en,pink,pink
255,78,0,en,orange red,orange-red
106,0,255,en,blue,blue
255,0,222,en,pink,pink
255,91,0,en,orange,orange
255,0,84,en,pink,pink
255,0,36,en,red,red
221,255,0,en,yellow,yellow
255,0,118,en,pink,pink
136,255,0,en,green,green
249,255,0,en,yellow,yellow
255,0,73,en,pink,pink
255,147,0,en,orange,orange
255,99,0,en,orange,orange
255,177,0,en,orange,orange
255,182,0,en,orange,orange
255,205,0,en,orange,orange
255,0,70,en,red,red
178,255,0,en,green,green
255,0,20,en,red,red
233,0,255,en,pink,pink
255,129,0,en,orange,orange
255,232,0,en,yellow,yellow
208,0,255,en,purple,purple
87,0,255,en,purple,purple
255,0,216,en,pink,pink
215,255,0,en,yellow,yellow
255,0,143,en,pink,pink
255,0,88,en,red,red
255,0,205,en,pink,pink
255,94,0,en,orange,orange
255,248,0,en,yellow,yellow
255,0,136,en,pink,pink
132,255,0,en,green,green
101,0,255,en,purple,purple
255,51,0,en,orange,orange
255,0,27,en,red,red
215,0,255,en,purple,purple
255,0,154,en,fushia,fushia
255,191,0,en,mustard,mustard
255,249,0,en,canarie yellow,canarie yellow
255,151,0,en,orange,orange
255,228,0,en,yellow,yellow
255,0,181,en,fushia,fushia
255,0,129,en,pink,pink
255,0,91,en,burgandy,burgandy
255,206,0,en,yellow,yellow
158,255,0,en,light green,light green
255,0,195,en,pink,pink
198,255,0,en,yello,yello
255,93,0,en,orange,orange
171,0,255,en,purple,purple
255,199,0,en,mustard yellow,mustard
90,255,0,en,green,green
255,0,238,en,pink,pink
239,255,0,en,yellow,yellow
255,0,57,en,red,red
175,0,255,en,purple,purple
255,146,0,en,orange,orange
232,0,255,en,purple,purple
255,0,170,en,pink,pink
146,0,255,en,purple,purple
255,159,0,en,orange,orange
255,118,0,en,orange,orange
255,0,138,en,pink,pink
185,255,0,en,neon yellow,neon yellow
255,0,209,en,pink,pink
202,255,0,en,neon yellow,neon yellow
255,0,99,en,burgandy,burgandy
255,38,0,en,red,red
255,0,21,en,red,red
255,232,0,en,yellow,yellow
255,196,0,en,yellow,yellow
255,129,0,en,orange,orange
255,0,92,en,magenta,magenta
241,0,255,en,fuchsia,fuchsia
255,0,171,en,fuchsia,fuchsia
131,0,255,en,purple,purple
255,0,177,en,fuchsia,fuchsia
201,255,0,en,neon green,neon green
255,0,23,en,red,red
96,255,0,en,neon green,neon green
255,176,0,en,yellow,yellow
212,0,255,en,purple,purple
255,72,0,en,red,red
255,0,120,en,magenta,magenta
255,0,221,en,fuchsia,fuchsia
255,0,54,en,red,red
255,245,0,en,yellow,yellow
255,238,0,en,lemon yellow,lemon yellow
255,84,0,en,red orange,red orange
152,255,0,en,yellow green,yellow green
30,255,0,en,light green,light green
255,0,32,en,red,red
255,0,89,en,magenta,magenta
219,0,255,en,purple,purple
255,0,229,en,pink,pink
255,103,0,en,orange,orange
57,255,0,en,light green,light green
255,250,0,en,yellow,yellow
255,0,187,en,magenta,magenta
255,199,0,en,dark yellow,dark yellow
255,0,65,en,formula red,formula red
255,137,0,en,orange,orange
172,0,255,en,purple,purple
210,255,0,en,ligth yellow,ligth yellow
255,0,205,en,fusia,fusia
255,251,0,en,yellow,yellow
255,0,121,en,hot pink,hot pink
255,202,0,en,orange,orange
208,0,255,en,purple,purple
180,255,0,en,inch worm,inch worm
255,0,55,en,red,red
255,14,0,en,red,red
255,0,12,en,red,red
92,0,255,en,blue,blue
255,0,102,en,pink,pink
255,227,0,en,yellow,yellow
255,149,0,en,orange,orange
255,0,225,en,fusia,fusia
255,113,0,en,orange,orange
255,164,0,en,orange,orange
219,255,0,en,inch worm,inch worm
104,255,0,en,lime,lime
255,0,158,en,pink,pink
244,0,255,en,purple,purple
254,255,0,en,yellow,yellow
255,0,116,en,pink,pink
120,0,255,en,purple,purple
255,0,151,en,pink,pink
255,0,210,en,pink,pink
255,208,0,en,yellow,yellow
186,0,255,en,purple,purple
255,83,0,en,orange,orange
255,24,0,en,red,red
77,255,0,en,green,green
255,236,0,en,yellow,yellow
255,127,0,en,orange,orange
220,0,255,en,purple,purple
255,193,0,en,yellow,yellow
255,0,224,en,purple,purple
255,220,0,en,yellow,yellow
255,92,0,en,orange,orange
255,0,58,en,pink,pink
159,0,255,en,purple,purple
36,0,255,en,blue,blue
255,126,0,en,orange,orange
255,21,0,en,red,red
76,255,0,en,green,green
255,118,0,en,orange,orange
255,0,140,en,pink,pink
236,255,0,en,yellow,yellow
255,46,0,en,orange,orange
255,131,0,en,orange,orange
255,0,160,en,pink,pink
255,0,16,en,red,red
255,0,201,en,pink,pink
255,0,216,en,purple,purple
255,0,44,en,red,red
255,0,143,en,pink,pink
255,0,73,en,red,red
255,0,98,en,pink,pink
255,0,247,en,purple,purple
255,155,0,en,orange,orange
231,0,255,en,purple,purple
255,222,0,en,orange yellow,orange yellow
240,255,0,en,yellow,yellow
255,0,11,en,red,red
255,0,184,en,pink,pink
255,0,69,en,red,red
255,71,0,en,red,red
177,255,0,en,light green,light green
201,255,0,en,light green,light green
104,255,0,en,green,green
201,0,255,en,purple,purple
136,255,0,en,green,green
255,49,0,en,orange,orange
255,126,0,en,orange,orange
255,0,207,en,pink,pink
255,0,53,en,red,red
255,212,0,en,yellow,yellow
255,0,105,en,pink,pink
255,131,0,en,orange,orange
120,255,0,en,green,green
185,255,0,en,green,green
255,0,128,en,pink,pink
255,221,0,en,yellow,yellow
255,83,0,en,orange,orange
255,0,199,en,pink,pink
255,239,0,en,yellow,yellow
255,0,25,en,red,red
156,255,0,en,green,green
255,133,0,en,orange,orange
235,0,255,en,light purple,light purple
255,100,0,en,dark orange,dark orange
255,174,0,en,orange,orange
88,255,0,en,lime green,lime
195,255,0,en,green,green
180,0,255,en,dark purple,dark purple
255,0,161,en,dark pink,dark pink
255,148,0,en,orange,orange
255,207,0,en,yellow,yellow
255,0,44,en,red,red
255,0,153,en,pink,pink
255,0,79,en,hot pink,hot pink
255,0,106,en,hot pink,hot pink
208,255,0,en,yellow,yellow
171,255,0,en,light green,light green
152,0,255,en,dark purple,dark purple
255,205,0,en,orange,orange
255,0,235,en,light purple,light purple
172,0,255,en,purple,purple
126,0,255,en,blue,blue
255,0,152,en,pink,pink
247,255,0,en,yellow,yellow
158,255,0,en,green,green
255,212,0,en,yellow,yellow
255,0,184,en,pink,pink
255,179,0,en,ornange,ornange
190,255,0,en,green,green
255,130,0,en,orange,orange
255,0,195,en,dark pink,dark pink
255,62,0,en,red orange,red orange
255,197,0,en,light orange,light orange
255,253,0,en,yellow,yellow
255,0,235,en,magenta,magenta
255,0,110,en,pink,pink
255,255,0,en,yellow,yellow
255,54,0,en,orange,orange
255,0,151,en,pink,pink
255,0,216,en,purple,purple
255,133,0,en,orange,orange
255,226,0,en,yellow,yellow
255,168,0,en,orang,orang
226,0,255,en,puple,puple
255,0,184,en,pink,pink
255,0,113,en,pink,pink
150,255,0,en,lime green,lime
255,0,138,en,fushia,fushia
255,0,87,en,hot pink,hot pink
255,0,64,en,hot pink,hot pink
252,0,255,en,light purple,light purple
255,12,0,en,red,red
255,0,227,en,pink,pink
255,227,0,en,yellow,yellow
138,0,255,en,purple,purple
255,155,0,en,orange,orange
255,87,0,en,orange,orange
194,255,0,en,yellow,yellow
255,0,86,en,pink,pink
255,84,0,en,orange,orange
135,0,255,en,blue,blue
216,255,0,en,green,green
210,0,255,en,puple,puple
255,0,164,en,pink,pink
255,0,77,en,red,red
255,249,0,en,yellow,yellow
255,0,60,en,red,red
200,0,255,en,purple,purple
255,195,0,en,yellow,yellow
255,154,0,en,orange,orange
223,255,0,en,yellow,yellow
140,0,255,en,purple,purple
255,0,140,en,pink,pink
103,255,0,en,green,green
255,83,0,en,orange,orange
255,0,157,en,purple,purple
50,255,0,en,green,green
255,0,247,en,purple,purple
255,191,0,en,yellowish,yellowish
255,0,225,en,purple,purple
252,255,0,en,yellow,yellow
255,77,0,en,orange,orange
153,0,255,en,purple,purple
255,176,0,en,light orange,light orange
255,0,48,en,red,red
134,255,0,en,darker green,darker green
203,0,255,en,light purple,light purple
225,255,0,en,yellow,yellow
255,0,180,en,violet,violet
255,0,85,en,pink,pink
255,0,144,en,hot pink,hot pink
255,65,0,en,orange,orange
241,255,0,en,gold,gold
169,255,0,en,lime green,lime
255,0,224,en,pink,pink
255,66,0,en,red,red
178,255,0,en,green,green
109,255,0,en,green,green
255,0,88,en,red,red
255,0,40,en,red,red
255,187,0,en,orange,orange
110,255,0,en,green,green
247,0,255,en,magenta,magenta
255,177,0,en,orange,orange
255,205,0,en,orange,orange
255,230,0,en,yellow,yellow
255,0,147,en,pink,pink
226,255,0,en,yellow,yellow
181,255,0,en,light green,light green
255,0,145,en,pink,pink
255,0,115,en,pink,pink
255,0,4,en,red,red
255,189,0,en,yellow,yellow
255,255,0,en,yellow,yellow
233,0,255,en,pink,pink
182,255,0,en,light green,light green
97,0,255,en,dark purple,dark purple
255,0,81,en,dark pink,dark pink
255,75,0,en,orange,orange
255,91,0,en,red,red
255,0,4,en,red,red
213,0,255,en,purple,purple
255,120,0,en,orange,orange
255,0,124,en,pink,pink
103,0,255,en,purple,purple
255,118,0,en,orange,orange
255,0,166,en,pink,pink
255,0,236,en,pink,pink
255,0,178,en,pink,pink
255,0,26,en,red,red
255,0,185,en,hot pink,hot pink
255,231,0,en,yellow,yellow
255,0,237,en,fushia,fushia
255,145,0,en,orange,orange
154,0,255,en,purple,purple
255,0,169,en,pink,pink
255,0,123,en,darker pink,darker pink
255,223,0,en,yellow,yellow
255,100,0,en,dark orange,dark orange
255,158,0,en,orange,orange
71,255,0,en,grass green,grass green
186,0,255,en,purple,purple
255,233,0,en,yellow,yellow
255,0,113,en,pink,pink
255,149,0,en,orange,orange
255,0,107,en,viollet,viollet
255,0,7,en,red,red
255,0,194,en,pink,pink
255,156,0,en,orangeish,orangeish
148,0,255,en,purple,purple
193,0,255,en,purple,purple
255,0,192,en,pink,pink
209,255,0,en,yellow,yellow
255,0,161,en,hot pink,hot pink
185,255,0,en,dirty yellow,dirty yellow
238,255,0,en,bright yellow,bright yellow
255,115,0,en,orange,orange
255,0,49,en,red,red
255,0,132,en,dark pink,dark pink
255,247,0,en,yellow,yellow
242,0,255,en,purple,purple
255,0,168,en,dark purple,dark purple
233,255,0,en,yellow,yellow
255,0,210,en,purple,purple
255,0,249,en,purple,purple
40,0,255,en,blue,blue
186,255,0,en,yellow,yellow
164,0,255,en,purple,purple
163,255,0,en,yellow,yellow
255,0,222,en,pink,pink
255,191,0,en,orange,orange
255,186,0,en,dark yellow,dark yellow
255,0,106,en,dark pink,dark pink
255,113,0,en,orange,orange
255,120,0,en,dark orange,dark orange
251,255,0,en,yellow,yellow
255,0,136,en,vilote,vilote
255,0,204,en,dark pink,dark pink
255,0,116,en,pink,pink
255,0,79,en,red,red
237,255,0,en,yellow,yellow
255,0,235,en,dark pink,dark pink
255,233,0,en,yellow,yellow
255,0,35,en,red,red
255,0,136,en,hot pink,hot pink
255,0,237,en,pink purple,pink purple
170,0,255,en,purple,purple
86,255,0,en,green,green
255,96,0,en,orange,orange
255,132,0,en,orange,orange
255,226,0,en,yellow,yellow
255,178,0,en,orange,orange
255,0,22,en,red,red
245,0,255,en,pink,pink
184,0,255,en,purple,purple
235,255,0,en,yellow,yellow
255,74,0,en,orange,orange
228,255,0,en,yellow,yellow
255,0,49,en,red/ pink,red pink
130,255,0,en,lime green,lime
238,255,0,en,yellow,yellow
50,0,255,en,dark blue,dark blue
255,178,0,en,orange,orange
213,255,0,en,green yellow,green yellow
255,0,149,en,fushia,fushia
255,186,0,en,skin,skin
171,0,255,en,purple,purple
255,96,0,en,red orange,red orange
255,241,0,en,yellow,yellow
255,176,0,en,orange,orange
255,15,0,en,red,red
213,255,0,en,green,green
38,255,0,en,green,green
180,0,255,en,purple,purple
124,0,255,en,blue,blue
255,0,125,en,pink,pink
255,0,208,en,purple,purple
255,185,0,en,orange,orange
255,0,151,en,pink,pink
255,138,0,en,orange,orange
101,0,255,en,purple,purple
255,0,96,en,pink,pink
255,0,177,en,vileot,vileot
255,111,0,en,orange,orange
229,255,0,en,yellow,yellow
255,120,0,en,orange,orange
255,0,39,en,red,red
255,112,0,en,dark orange,dark orange
135,0,255,en,purple blue,purple blue
255,199,0,en,yellow,yellow
255,0,37,en,red,red
255,162,0,en,dirty orange,dirty orange
182,0,255,en,purple,purple
255,140,0,en,orange,orange
255,0,113,en,hot pink,hot pink
255,0,27,en,red,red
255,43,0,en,lite red,lite red
111,255,0,en,lite green,lite green
255,0,92,en,hot pink,hot pink
255,0,141,en,purple,purple
255,128,0,en,orange,orange
255,0,196,en,purple,purple
255,0,69,en,hot pink,hot pink
255,0,151,en,purple,purple
255,73,0,en,red,red
255,0,215,en,pinkish purple,pinkish purple
255,149,0,en,orange,orange
255,0,84,en,pink,pink
255,250,0,en,yellow,yellow
134,0,255,en,purple,purple
255,201,0,en,yellow,yellow
255,172,0,en,yellow,yellow
239,0,255,en,purple,purple
255,0,71,en,hot pink,hot pink
91,0,255,en,purple,purple
255,0,144,en,pink,pink
229,255,0,en,yellow,yellow
91,0,255,en,purple,purple
196,0,255,en,purple,purple
255,137,0,en,orange,orange
255,46,0,en,orange,orange
255,0,240,en,purple,purple
90,255,0,en,green,green
153,0,255,en,purple,purple
255,90,0,en,red,red
78,255,0,en,green,green
255,0,79,en,pink,pink
255,0,46,en,red,red
156,255,0,en,green,green
255,0,85,en,pink,pink
255,0,178,en,purple,purple
255,238,0,en,yellow/orange,yelloworange
255,204,0,en,orange,orange
255,141,0,en,orange dark,orange dark
255,0,224,en,purple light,purple light
255,0,107,en,dark purple,dark purple
255,231,0,en,yellow,yellow
68,255,0,en,green,green
255,0,18,en,red,red
255,167,0,en,orange,orange
202,255,0,en,yellow green,yellow green
255,0,79,en,pink,pink
255,25,0,en,dark orange,dark orange
255,160,0,en,orange,orange
126,255,0,en,green,green
162,255,0,en,green,green
215,0,255,en,purple,purple
255,96,0,en,orange,orange
255,0,238,en,light purple,light purple
81,255,0,en,green,green
255,0,89,en,dark pink,dark pink
255,0,56,en,red,red
255,233,0,en,dirty yellow,dirty yellow
255,2,0,en,read,read
223,0,255,en,purple,purple
255,240,0,en,yellow,yellow
255,172,0,en,orange,orange
255,244,0,en,yellow,yellow
244,0,255,en,purple,purple
255,103,0,en,orange,orange
107,0,255,en,deep purple,deep purple
255,85,0,en,orange,orange
255,242,0,en,yellow,yellow
255,174,0,en,orange,orange
255,0,3,en,red,red
255,0,127,en,pink,pink
235,255,0,en,yellow,yellow
255,0,247,en,purple,purple
255,0,67,en,red,red
135,0,255,en,blue,blue
255,0,122,en,hot pink,hot pink
255,0,250,en,purple,purple
255,0,209,en,pink,pink
190,255,0,en,green,green
255,0,31,en,red,red
168,0,255,en,purple,purple
255,161,0,en,orange,orange
255,193,0,en,dark yellow,dark yellow
255,63,0,en,orangish red,orangish red
55,0,255,en,purple,purple
220,0,255,en,viellot,viellot
255,0,126,en,pink,pink
236,255,0,en,yellow,yellow
255,185,0,en,yellow orange,yellow orange
255,145,0,en,orange,orange
255,0,52,en,red,red
199,0,255,en,purple,purple
173,255,0,en,lime green,lime
255,0,184,en,pink,pink
255,0,123,en,pink red,pink red
255,116,0,en,orange,orange
255,238,0,en,yellow,yellow
138,0,255,en,purple,purple
255,0,1,en,red,red
255,0,215,en,purple,purple
255,0,188,en,pink,pink
255,207,0,en,yellow,yellow
255,0,101,en,pink,pink
175,255,0,en,green,green
255,198,0,en,orange,orange
255,0,200,en,purple,purple
255,0,49,en,pink,pink
230,0,255,en,purple,purple
255,0,101,en,pink,pink
255,0,130,en,pink,pink
196,255,0,en,green,green
255,126,0,en,orange,orange
255,0,171,en,pink,pink
255,247,0,en,yellow,yellow
255,0,80,en,pink,pink
199,0,255,en,purple,purple
255,0,234,en,violet,violet
255,236,0,en,yellow,yellow
255,0,159,en,violet,violet
178,255,0,en,dark yellow,dark yellow
52,255,0,en,green,green
66,0,255,en,blue,blue
255,0,245,en,pink,pink
143,0,255,en,purple,purple
255,14,0,en,red,red
255,0,83,en,red purple,red purple
248,255,0,en,yellow,yellow
255,0,158,en,pink purple,pink purple
238,0,255,en,purple pink,purple pink
255,0,136,en,pink,pink
255,0,184,en,magenta,magenta
184,0,255,en,purple,purple
122,255,0,en,lime green,lime
255,180,0,en,golden yellow,golden yellow
255,135,0,en,orange,orange
184,255,0,en,green yellow,green yellow
255,235,0,en,yellow,yellow
255,0,221,en,violet,violet
255,192,0,en,golden yellow,golden yellow
255,56,0,en,red orange,red orange
255,0,52,en,red,red
250,0,255,en,pink,pink
224,255,0,en,yellow,yellow
148,0,255,en,purple,purple
255,0,146,en,magenta,magenta
255,0,82,en,red,red
245,255,0,en,yellow,yellow
255,0,14,en,red orange,red orange
255,0,87,en,red,red
255,203,0,en,yellow,yellow
255,137,0,en,orange,orange
255,92,0,en,orange,orange
232,0,255,en,purple,purple
255,0,243,en,purple,purple
161,0,255,en,purple,purple
77,255,0,en,green,green
5,255,0,en,green,green
255,0,30,en,red,red
255,0,72,en,red,red
148,255,0,en,chartreuse,chartreuse
255,0,156,en,pink,pink
255,0,120,en,pink,pink
198,255,0,en,chartreuse,chartreuse
255,0,199,en,fushia,fushia
255,218,0,en,mustard,mustard
255,72,0,en,red orange,red orange
255,156,0,en,orange,orange
246,255,0,en,yellow,yellow
190,0,255,en,purple,purple
37,0,255,en,blue,blue
255,0,238,en,pink,pink
253,0,255,en,fusia,fusia
133,255,0,en,neon green,neon green
255,0,123,en,pink,pink
255,234,0,en,yellow,yellow
255,167,0,en,orange,orange
255,0,69,en,maroon,maroon
255,173,0,en,orange,orange
255,84,0,en,redish orange,redish orange
255,0,254,en,pink,pink
139,255,0,en,bright green,bright green
237,255,0,en,yellow,yellow
255,0,22,en,red,red
39,0,255,en,blue,blue
255,186,0,en,yellow,yellow
255,95,0,en,orange,orange
255,120,0,en,light orange,light orange
255,0,254,en,pinkish purple,pinkish purple
140,0,255,en,purple,purple
255,0,173,en,pink,pink
200,255,0,en,yellow,yellow
108,255,0,en,green,green
232,255,0,en,yellow,yellow
177,0,255,en,purple,purple
255,18,0,en,red,red
255,0,42,en,maroon,maroon
255,0,221,en,pink,pink
255,0,91,en,redish pink,redish pink
255,0,116,en,pink,pink
255,45,0,en,red,red
255,139,0,en,orange,orange
188,255,0,en,green,green
255,0,198,en,hot pink,hot pink
40,255,0,en,green,green
116,0,255,en,dark purple,dark purple
67,255,0,en,green,green
184,0,255,en,purple,purple
255,214,0,en,yellow,yellow
255,207,0,en,yellow,yellow
255,0,56,en,red,red
255,0,217,en,pink,pink
255,0,87,en,red,red
255,0,176,en,pink,pink
255,0,2,en,red,red
255,188,0,en,yellow orange,yellow orange
150,255,0,en,neon green,neon green
50,0,255,en,blue purple,blue purple
212,0,255,en,magenta,magenta
255,0,234,en,fuschia,fuschia
255,164,0,en,yellow orange,yellow orange
255,0,108,en,hot pink,hot pink
122,255,0,en,neon green,neon green
255,243,0,en,neon yellow,neon yellow
255,105,0,en,orange,orange
255,0,51,en,cherry red,cherry red
255,0,210,en,fuschia,fuschia
255,0,128,en,darker hot pink,darker hot pink
255,122,0,en,orange,orange
255,0,145,en,hot pink,hot pink
223,0,255,en,fuschia,fuschia
153,0,255,en,royal purple,royal purple
235,255,0,en,neon yellow,neon yellow
192,255,0,en,chartreuse,chartreuse
255,46,0,en,blood orange,blood orange
255,205,0,en,yellow,yellow
255,0,202,en,pink,pink
255,0,161,en,pink,pink
255,88,0,en,orange,orange
255,165,0,en,orange,orange
230,255,0,en,yellow,yellow
144,255,0,en,green,green
255,0,92,en,pink,pink
255,0,21,en,red,red
255,0,228,en,pink,pink
227,0,255,en,pink,pink
255,0,136,en,pink,pink
157,0,255,en,purple,purple
255,243,0,en,yellow,yellow
255,139,0,en,orange,orange
255,78,0,en,orange,orange
255,215,0,en,yellow,yellow
255,0,69,en,pink,pink
86,255,0,en,green,green
1,255,0,en,green,green
189,0,255,en,purple,purple
255,212,0,en,yellow,yellow
255,92,0,en,orange,orange
255,50,0,en,burnt umber,burnt umber
255,0,105,en,fuschia,fuschia
199,255,0,en,flourescent yellow,flourescent yellow
81,255,0,en,lime green,lime
255,174,0,en,yellow,yellow
255,0,79,en,pink,pink
220,0,255,en,pink,pink
124,0,255,en,violet,violet
255,239,0,en,yellow,yellow
255,0,195,en,fuschia,fuschia
255,0,22,en,red,red
255,0,164,en,pink,pink
255,250,0,en,yellow,yellow
255,246,0,en,yellow,yellow
255,240,0,en,yellow,yellow
255,0,227,en,magenta,magenta
255,72,0,en,orange,orange
255,0,72,en,red,red
255,0,122,en,pink,pink
81,255,0,en,green,green
250,0,255,en,magenta,magenta
255,0,155,en,raspberry,raspberry
255,132,0,en,pumpkin,pumpkin
166,0,255,en,purple,purple
255,180,0,en,golden yellow,golden yellow
255,95,0,en,orange,orange
255,0,82,en,pink,pink
255,185,0,en,yellow,yellow
139,255,0,en,green,green
255,0,205,en,pink,pink
186,255,0,en,green,green
157,0,255,en,purple,purple
27,255,0,en,green,green
255,0,36,en,red,red
255,250,0,en,yellow,yellow
119,255,0,en,green,green
255,0,45,en,red,red
255,0,109,en,pink,pink
255,100,0,en,orange,orange
255,199,0,en,gold,gold
255,70,0,en,orange,orange
255,0,132,en,pink,pink
255,0,250,en,purple pink,purple pink
255,0,218,en,purple pink,purple pink
255,0,184,en,magenta,magenta
255,0,59,en,strawberry red,strawberry red
216,255,0,en,chartruce,chartruce
164,255,0,en,chartruce,chartruce
111,0,255,en,purple blue,purple blue
188,0,255,en,pink purple,pink purple
255,125,0,en,orange,orange
255,235,0,en,sun yellow,sun yellow
69,0,255,en,royal blue,royal blue
255,0,167,en,pink,pink
255,172,0,en,gold,gold
255,122,0,en,orange,orange
255,0,96,en,fuschia,fuschia
255,156,0,en,orange,orange
255,92,0,en,red orange,red orange
255,62,0,en,red,red
255,0,124,en,fuschia,fuschia
255,208,0,en,ochre,ochre
155,0,255,en,violet,violet
255,0,50,en,red,red
255,0,175,en,pink,pink
213,255,0,en,chartreuse,chartreuse
18,0,255,en,royal blue,royal blue
149,255,0,en,yellow green,yellow green
251,255,0,en,yellow,yellow
255,241,0,en,yellow,yellow
216,0,255,en,purple,purple
255,0,20,en,scarlet,scarlet
255,0,189,en,pink,pink
255,0,222,en,pink,pink
70,255,0,en,lime green,lime
247,0,255,en,lavender,lavender
255,0,244,en,violet,violet
112,0,255,en,purple,purple
255,235,0,en,yellow,yellow
255,0,174,en,magenta,magenta
255,0,200,en,magenta,magenta
250,0,255,en,violet,violet
255,0,47,en,red,red
255,20,0,en,blood orange,blood orange
255,144,0,en,orange,orange
255,84,0,en,orange,orange
255,0,72,en,red,red
255,181,0,en,orange,orange
255,0,114,en,magenta,magenta
175,255,0,en,lime green,lime
255,194,0,en,orange,orange
210,255,0,en,yellow green,yellow green
255,0,102,en,magenta,magenta
101,255,0,en,green yellow,green yellow
231,255,0,en,yellow,yellow
178,0,255,en,purple,purple
255,0,246,en,pink,pink
255,0,150,en,hot pink,hot pink
255,0,224,en,pink,pink
255,0,134,en,pink,pink
255,0,82,en,red,red
209,0,255,en,pink,pink
255,130,0,en,orange,orange
133,255,0,en,green,green
255,155,0,en,orange,orange
209,255,0,en,yellow,yellow
136,0,255,en,purple,purple
255,0,32,en,red,red
255,242,0,en,yellow,yellow
255,0,79,en,red,red
255,83,0,en,orange,orange
91,255,0,en,green,green
255,44,0,en,red,red
255,0,201,en,pink,pink
255,190,0,en,orange,orange
255,254,0,en,yellow,yellow
255,0,164,en,purple,purple
255,59,0,en,orange,orange
255,152,0,en,orange,orange
145,0,255,en,purple,purple
255,0,194,en,purple,purple
255,230,0,en,yellow,yellow
255,148,0,en,orange,orange
67,255,0,en,green,green
255,197,0,en,yellow,yellow
185,0,255,en,purple,purple
173,255,0,en,yellow,yellow
255,0,94,en,purple,purple
255,0,229,en,purple,purple
255,204,0,en,mustard,mustard
151,255,0,en,green,green
203,255,0,en,green,green
255,0,30,en,red,red
134,0,255,en,purple,purple
255,0,230,en,pink,pink
255,0,86,en,pink,pink
214,0,255,en,purple,purple
255,0,143,en,pink,pink
50,255,0,en,green,green
255,0,76,en,pink,pink
255,249,0,en,yellow,yellow
255,0,140,en,pink,pink
255,0,188,en,pink,pink
255,219,0,en,yellow,yellow
255,84,0,en,orange,orange
255,77,0,en,orange,orange
254,0,255,en,pink,pink
255,149,0,en,orange,orange
74,0,255,en,purple,purple
255,163,0,en,yellow,yellow
