r,g,b,lang_code,chatgpt_raw,chatgpt_norm,chatgpt_min,gemini_raw,gemini_norm,gemini_min
0,255,48,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
255,0,165,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
255,0,226,zh,品红,品红,品红,洋红色,洋红,洋红
127,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,92,0,zh,橙色,橙,橙,橙色,橙,橙
100,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,46,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
255,98,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,201,zh,青绿色,青绿,青绿,青色,青,青
0,255,78,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
11,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,5,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
55,0,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
243,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,97,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
0,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,224,255,zh,青色,青,青,青色,青,青
218,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
0,255,240,zh,青色,青,青,青色,青,青
255,183,0,zh,橙色,橙,橙,橙色,橙,橙
45,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,142,zh,粉色,粉,粉,品红色,品红,品红
0,255,136,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
240,0,255,zh,紫红色,紫红,紫红,品红色,品红,品红
255,252,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,211,zh,青绿色,青绿,青绿,青色,青,青
70,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,246,zh,青色,青,青,青色,青,青
82,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,56,0,zh,橙色,橙,橙,橘红色,橘红,橘红
90,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
255,0,78,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
176,0,255,zh,紫色,紫,紫,紫色,紫,紫
58,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,50,0,zh,橙色,橙,橙,橘红色,橘红,橘红
0,255,180,zh,绿色,绿,绿,青色,青,青
0,125,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
244,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,211,zh,品红,品红,品红,品红色,品红,品红
0,191,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,172,zh,绿色,绿,绿,青色,青,青
240,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,235,255,zh,青色,青,青,青色,青,青
0,109,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,137,0,zh,橙色,橙,橙,橙色,橙,橙
111,255,0,zh,亮绿色,亮绿,亮绿,绿色,绿,绿
0,124,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,29,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
31,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
61,0,255,zh,紫色,紫,紫,宝蓝色,宝蓝,宝蓝
0,255,205,zh,青绿色,青绿,青绿,青色,青,青
0,255,141,zh,绿色,绿,绿,绿色,绿,绿
255,101,0,zh,橙色,橙,橙,橙色,橙,橙
136,0,255,zh,紫色,紫,紫,紫色,紫,紫
103,0,255,zh,紫色,紫,紫,紫色,紫,紫
214,255,0,zh,亮黄绿色,亮黄绿,亮黄绿,黄绿色,黄绿,黄绿
0,187,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,144,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,176,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
0,195,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
156,0,255,zh,紫色,紫,紫,紫色,紫,紫
147,0,255,zh,紫色,紫,紫,紫色,紫,紫
228,0,255,zh,紫色,紫,紫,品红,品红,品红
0,255,173,zh,绿色,绿,绿,碧绿色,碧,碧
0,64,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,54,zh,红色,红,红,红色,红,红
0,255,108,zh,绿色,绿,绿,绿色,绿,绿
0,255,86,zh,绿色,绿,绿,绿色,绿,绿
189,0,255,zh,紫色,紫,紫,品红,品红,品红
16,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,149,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
0,20,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,251,255,zh,青色,青,青,青色,青,青
0,155,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,130,zh,粉色,粉,粉,洋红色,洋红,洋红
255,180,0,zh,橙色,橙,橙,橙色,橙,橙
137,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
79,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,255,38,zh,绿色,绿,绿,绿色,绿,绿
185,255,0,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
204,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
255,24,0,zh,红色,红,红,红色,红,红
255,92,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,189,zh,青绿色,青绿,青绿,湖水绿,湖水绿,湖水绿
255,0,185,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
199,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
255,39,0,zh,橙色,橙,橙,橘红色,橘红,橘红
255,52,0,zh,橙色,橙,橙,朱红色,朱红,朱红
255,141,0,zh,橙色,橙,橙,橙色,橙,橙
0,104,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
70,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
109,0,255,zh,紫色,紫,紫,紫色,紫,紫
252,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,253,zh,品红,品红,品红,品红色,品红,品红
117,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,172,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,139,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
162,0,255,zh,紫色,紫,紫,紫色,紫,紫
14,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
11,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,50,zh,红色,红,红,红色,红,红
218,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
246,0,255,zh,品红,品红,品红,品红,品红,品红
215,255,0,zh,荧光黄,荧光黄,荧光黄,荧光黄,荧光黄,荧光黄
255,0,36,zh,红色,红,红,红色,红,红
204,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
209,0,255,zh,紫色,紫,紫,洋红,洋红,洋红
225,0,255,zh,紫色,紫,紫,品红色,品红,品红
132,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,201,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,226,zh,青绿色,青绿,青绿,湖蓝色,湖蓝,湖蓝
0,255,145,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
31,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,42,zh,绿色,绿,绿,绿色,绿,绿
0,213,255,zh,青色,青,青,天蓝色,天蓝,天蓝
0,255,14,zh,绿色,绿,绿,绿色,绿,绿
0,255,168,zh,绿色,绿,绿,青绿色,青绿,青绿
0,255,161,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,155,zh,绿色,绿,绿,青色,青,青
136,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,22,zh,绿色,绿,绿,绿色,绿,绿
255,31,0,zh,红色,红,红,红色,红,红
255,22,0,zh,红色,红,红,红色,红,红
0,12,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,7,0,zh,红色,红,红,红色,红,红
255,195,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,16,zh,红色,红,红,红色,红,红
25,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,120,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,121,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,94,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,170,zh,青绿色,青绿,青绿,绿色,绿,绿
0,255,58,zh,绿色,绿,绿,绿色,绿,绿
255,167,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,98,zh,洋红,洋红,洋红,洋红色,洋红,洋红
48,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,99,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
255,0,171,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,91,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
0,255,53,zh,绿色,绿,绿,绿色,绿,绿
0,194,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
166,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
255,0,227,zh,品红,品红,品红,品红,品红,品红
255,0,53,zh,红色,红,红,红色,红,红
255,0,130,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
255,39,0,zh,红色,红,红,橘红色,橘红,橘红
255,0,118,zh,粉色,粉,粉,洋红色,洋红,洋红
246,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,165,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
255,31,0,zh,红色,红,红,红色,红,红
255,0,209,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,56,0,zh,橙色,橙,橙,橘红色,橘红,橘红
66,255,0,zh,绿色,绿,绿,绿色,绿,绿
186,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,121,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
179,255,0,zh,浅绿色,浅绿,浅绿,荧光绿,荧光绿,荧光绿
0,255,203,zh,青绿色,青绿,青绿,青绿色,青绿,青绿
28,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,252,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,139,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,128,zh,品红,品红,品红,品红色,品红,品红
0,255,157,zh,绿色,绿,绿,青色,青,青
201,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,207,zh,洋红,洋红,洋红,品红色,品红,品红
255,187,0,zh,橙色,橙,橙,橙色,橙,橙
0,4,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
66,0,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
255,117,0,zh,橙色,橙,橙,橙色,橙,橙
0,85,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
170,255,0,zh,亮绿色,亮绿,亮绿,柠檬绿,柠檬绿,柠檬绿
255,49,0,zh,橙色,橙,橙,朱红色,朱红,朱红
60,0,255,zh,紫色,紫,紫,蓝色,蓝,蓝
255,0,55,zh,红色,红,红,品红色,品红,品红
228,255,0,zh,黄色,黄,黄,黄色,黄,黄
200,0,255,zh,紫色,紫,紫,品红色,品红,品红
187,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,206,0,zh,黄色,黄,黄,黄色,黄,黄
99,255,0,zh,绿色,绿,绿,绿色,绿,绿
167,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,16,zh,红色,红,红,红色,红,红
135,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,89,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
161,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,226,zh,青色,青,青,青色,青,青
0,255,202,zh,青绿色,青绿,青绿,青色,青,青
255,0,117,zh,洋红,洋红,洋红,品红色,品红,品红
171,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,255,221,zh,青绿色,青绿,青绿,青色,青,青
255,25,0,zh,红色,红,红,红色,红,红
161,0,255,zh,紫色,紫,紫,紫色,紫,紫
246,0,255,zh,洋红,洋红,洋红,品红,品红,品红
40,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
85,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,133,zh,绿色,绿,绿,绿色,绿,绿
255,7,0,zh,红色,红,红,红色,红,红
26,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,84,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
0,106,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,183,0,zh,橙色,橙,橙,橙色,橙,橙
61,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
73,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,184,zh,洋红,洋红,洋红,品红色,品红,品红
243,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,147,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
69,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,174,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,243,zh,青色,青,青,青色,青,青
255,171,0,zh,橙色,橙,橙,橙色,橙,橙
157,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
159,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,175,zh,绿色,绿,绿,青色,青,青
0,9,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
179,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,124,0,zh,橙色,橙,橙,橙色,橙,橙
0,79,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,135,0,zh,橙色,橙,橙,橙色,橙,橙
167,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,125,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
0,147,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
107,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,17,zh,红色,红,红,红色,红,红
0,23,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,121,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,151,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,231,255,zh,青色,青,青,青色,青,青
255,5,0,zh,红色,红,红,红色,红,红
255,253,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,220,zh,青绿色,青绿,青绿,青色,青,青
1,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,243,zh,品红,品红,品红,品红,品红,品红
0,43,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
118,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,76,0,zh,橙色,橙,橙,橙色,橙,橙
255,41,0,zh,红色,红,红,红色,红,红
255,0,25,zh,红色,红,红,红色,红,红
65,0,255,zh,紫色,紫,紫,普蓝色,普蓝,普蓝
0,182,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
107,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,135,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
0,59,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,195,zh,青绿色,青绿,青绿,青色,青,青
255,250,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,161,zh,品红,品红,品红,品红色,品红,品红
157,255,0,zh,荧光绿,荧光绿,荧光绿,柠檬绿,柠檬绿,柠檬绿
255,0,226,zh,洋红,洋红,洋红,洋红色,洋红,洋红
58,255,0,zh,绿色,绿,绿,绿色,绿,绿
207,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,28,0,zh,红色,红,红,红色,红,红
105,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,30,0,zh,红色,红,红,红色,红,红
0,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,83,zh,绿色,绿,绿,绿色,绿,绿
0,255,124,zh,绿色,绿,绿,绿色,绿,绿
0,114,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
90,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
85,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,50,zh,绿色,绿,绿,绿色,绿,绿
230,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,244,zh,青色,青,青,青色,青,青
21,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,249,0,zh,黄色,黄,黄,黄色,黄,黄
0,59,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,30,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,195,255,zh,浅蓝色,浅蓝,浅蓝,天蓝色,天蓝,天蓝
0,255,223,zh,青绿色,青绿,青绿,青色,青,青
75,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
29,255,0,zh,绿色,绿,绿,绿色,绿,绿
163,0,255,zh,紫色,紫,紫,紫色,紫,紫
17,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
116,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
89,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
237,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,33,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
245,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,57,0,zh,橙色,橙,橙,橘红色,橘红,橘红
0,255,19,zh,绿色,绿,绿,绿色,绿,绿
0,255,249,zh,青色,青,青,青色,青,青
255,0,163,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,255,100,zh,绿色,绿,绿,绿色,绿,绿
255,44,0,zh,橙色,橙,橙,朱红色,朱红,朱红
255,0,122,zh,洋红,洋红,洋红,品红色,品红,品红
255,30,0,zh,红色,红,红,红色,红,红
0,89,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,25,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
34,255,0,zh,绿色,绿,绿,绿色,绿,绿
228,255,0,zh,黄色,黄,黄,黄色,黄,黄
223,0,255,zh,紫色,紫,紫,玫红色,玫瑰,玫瑰
0,110,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,226,zh,青绿色,青绿,青绿,青色,青,青
255,0,77,zh,红色,红,红,玫红色,玫瑰,玫瑰
255,240,0,zh,黄色,黄,黄,黄色,黄,黄
91,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,118,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
0,255,31,zh,绿色,绿,绿,绿色,绿,绿
0,11,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,87,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,181,zh,品红,品红,品红,品红色,品红,品红
0,255,206,zh,青绿色,青绿,青绿,青色,青,青
255,0,40,zh,红色,红,红,红色,红,红
218,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
220,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
130,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,255,235,zh,青色,青,青,青色,青,青
0,149,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,152,0,zh,橙色,橙,橙,橙色,橙,橙
37,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,246,zh,品红,品红,品红,洋红色,洋红,洋红
255,189,0,zh,橙色,橙,橙,橙色,橙,橙
255,251,0,zh,黄色,黄,黄,黄色,黄,黄
0,181,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
0,255,243,zh,青色,青,青,青色,青,青
255,177,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,254,zh,品红,品红,品红,洋红色,洋红,洋红
255,0,60,zh,红色,红,红,玫红色,玫瑰,玫瑰
255,0,113,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
255,0,15,zh,红色,红,红,红色,红,红
0,155,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
185,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
0,255,119,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
0,188,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
0,82,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,168,0,zh,橙色,橙,橙,橙色,橙,橙
255,73,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,218,zh,洋红,洋红,洋红,品红,品红,品红
255,0,47,zh,红色,红,红,红色,红,红
255,201,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,236,zh,青色,青,青,青色,青,青
255,140,0,zh,橙色,橙,橙,橙色,橙,橙
48,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,178,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,15,zh,绿色,绿,绿,绿色,绿,绿
0,79,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,114,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,244,zh,品红,品红,品红,品红,品红,品红
143,255,0,zh,亮绿色,亮绿,亮绿,柠檬绿,柠檬绿,柠檬绿
255,141,0,zh,橙色,橙,橙,橙色,橙,橙
51,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
233,255,0,zh,黄色,黄,黄,柠檬黄,柠檬黄,柠檬黄
197,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,133,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
0,176,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,159,zh,绿色,绿,绿,鲜绿色,鲜绿,鲜绿
99,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,212,zh,青绿色,青绿,青绿,青色,青,青
255,0,77,zh,红色,红,红,品红色,品红,品红
0,10,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
238,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
255,183,0,zh,橙色,橙,橙,橙色,橙,橙
56,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,99,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
165,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,41,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
249,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,64,0,zh,橙色,橙,橙,橙色,橙,橙
255,17,0,zh,红色,红,红,红色,红,红
0,224,255,zh,青色,青,青,青色,青,青
0,178,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
222,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,11,zh,红色,红,红,红色,红,红
255,0,66,zh,红色,红,红,玫红色,玫瑰,玫瑰
170,0,255,zh,紫色,紫,紫,紫色,紫,紫
82,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,93,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
105,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,162,zh,品红,品红,品红,洋红色,洋红,洋红
127,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
42,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,159,zh,绿色,绿,绿,青色,青,青
0,255,135,zh,绿色,绿,绿,绿色,绿,绿
155,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
255,117,0,zh,橙色,橙,橙,橙色,橙,橙
255,220,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,135,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
134,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,174,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,254,0,zh,黄色,黄,黄,黄色,黄,黄
137,0,255,zh,紫色,紫,紫,紫色,紫,紫
234,0,255,zh,紫色,紫,紫,洋红,洋红,洋红
0,3,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,98,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,254,zh,青色,青,青,青色,青,青
254,0,255,zh,洋红,洋红,洋红,品红色,品红,品红
255,0,60,zh,红色,红,红,红色,红,红
0,255,117,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
255,2,0,zh,红色,红,红,红,红,红
255,0,114,zh,洋红色,洋红,洋红,玫红色,玫瑰,玫瑰
0,215,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,0,126,zh,洋红色,洋红,洋红,玫红色,玫瑰,玫瑰
184,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,93,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,77,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,165,zh,绿色,绿,绿,蓝绿色,蓝绿,蓝绿
255,117,0,zh,橙色,橙,橙,橙色,橙,橙
0,65,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,29,zh,红色,红,红,红色,红,红
0,135,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
103,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
83,0,255,zh,紫色,紫,紫,紫色,紫,紫
96,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,182,zh,品红,品红,品红,品红色,品红,品红
255,204,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,82,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,255,25,zh,绿色,绿,绿,绿色,绿,绿
255,0,126,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
255,0,199,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,255,83,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,54,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,255,132,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,150,zh,绿色,绿,绿,青绿色,青绿,青绿
255,0,205,zh,品红,品红,品红,品红色,品红,品红
255,0,72,zh,红色,红,红,玫红色,玫瑰,玫瑰
190,0,255,zh,紫色,紫,紫,紫色,紫,紫
133,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
255,8,0,zh,红色,红,红,红色,红,红
255,0,254,zh,品红,品红,品红,品红色,品红,品红
255,0,165,zh,洋红,洋红,洋红,品红色,品红,品红
219,0,255,zh,紫色,紫,紫,品红色,品红,品红
85,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,228,0,zh,黄色,黄,黄,黄色,黄,黄
80,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,33,zh,绿色,绿,绿,绿色,绿,绿
255,0,162,zh,品红,品红,品红,品红,品红,品红
187,0,255,zh,紫色,紫,紫,紫色,紫,紫
160,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,47,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
101,0,255,zh,紫色,紫,紫,电光紫,电光紫,电光紫
0,148,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
133,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,6,zh,红色,红,红,红色,红,红
49,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,71,zh,红色,红,红,品红色,品红,品红
0,255,62,zh,绿色,绿,绿,绿色,绿,绿
255,0,161,zh,品红,品红,品红,品红色,品红,品红
0,159,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,246,zh,青色,青,青,青色,青,青
0,230,255,zh,青色,青,青,天蓝色,天蓝,天蓝
7,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
159,0,255,zh,紫色,紫,紫,紫色,紫,紫
147,0,255,zh,紫色,紫,紫,紫色,紫,紫
