r,g,b,lang_code,human
131,172,58,en,grass
101,242,115,en,bright green
130,133,140,en,purple grey
91,249,43,en,neon
157,115,79,en,tan
251,34,161,en,fuchsia
158,247,235,en,teal
204,196,103,en,yellow green
135,26,223,en,purple
253,62,95,en,red
17,97,245,en,blue
181,72,39,en,cognac
149,105,168,en,violet
51,104,22,en,racing green
113,164,205,en,cornflower
191,205,245,en,lilac
241,176,149,en,peach
86,70,60,en,brown
171,32,117,en,mauve
150,190,123,en,light green
158,229,246,en,snow blue
68,231,197,en,turquoise
5,139,34,en,green
7,24,27,en,black
234,147,169,en,peach
47,73,40,en,olive green
159,23,222,en,purple
127,217,25,en,lime green
201,229,118,en,pale olive green
219,116,220,en,pink
20,235,2,en,lime green
201,212,243,en,teal
171,134,239,en,light purple
244,78,133,en,scarlet
248,214,208,en,cream
108,0,152,en,purple
133,99,51,en,brown
63,215,145,en,turquoise
120,136,61,en,olive green
197,84,8,en,ochre
36,4,161,en,sky blue
228,20,244,en,pink
201,105,92,en,earth
39,14,34,en,black
29,10,74,en,navy
25,107,113,en,turquoise
34,191,229,en,blue
57,6,114,en,wine blue
190,159,231,en,violet
106,89,71,en,umber
149,27,141,en,scarlet
208,181,128,en,beige
173,98,133,en,mauve
202,191,24,en,mustard
52,214,197,en,turquoise
56,233,152,en,mint
236,81,107,en,hot pink
106,145,15,en,green
17,39,124,en,royal blue
159,20,114,en,fuchsia
180,78,81,en,auburn
208,165,71,en,mustard
120,57,103,en,plum
125,171,253,en,sky blue
237,201,199,en,baby pink
224,134,77,en,orange
72,70,5,en,army green
34,200,243,en,cyan
77,185,2,en,green
166,115,176,en,lavender
48,171,129,en,bluish green
4,101,192,en,blue
92,86,119,en,slate
246,122,45,en,bright orange
77,117,45,en,forest green
217,23,246,en,bright fuchsia
243,144,209,en,pink
190,119,0,en,caramel
153,175,206,en,silver
134,110,14,en,golden brown
43,55,37,en,dark green
167,113,76,en,clay
72,248,58,en,neon green
109,62,230,en,violet
39,17,226,en,blue
200,253,1,en,lime green
200,160,193,en,light purple
250,36,225,en,neon pink
29,21,169,en,indigo
75,82,203,en,purplish blue
225,77,113,en,pink
103,150,157,en,grey blue
101,88,67,en,brown
141,97,189,en,purple
132,132,170,en,light purple
124,81,104,en,dark purple
80,254,229,en,teal
154,178,16,en,greenish yellow
174,155,129,en,light brown
73,118,85,en,green
34,99,16,en,dark green
149,5,251,en,purple
81,182,227,en,blue
216,148,20,en,orang brown
20,163,17,en,dark green
209,136,226,en,light purple
122,251,26,en,lime
157,85,148,en,dark purple
246,143,173,en,pink
49,233,163,en,teal
88,243,123,en,light green
51,149,77,en,dark green
209,58,169,en,light purple
42,67,36,en,dark green
114,127,203,en,blueberry
169,170,70,en,yellow green
213,205,234,en,light purple
252,237,37,en,yellow
153,193,124,en,light green
157,15,65,en,crimson
240,127,23,en,orange
21,59,108,en,dark blue
230,230,118,en,yellow
58,14,40,en,dark red
175,53,7,en,dark orange
173,48,88,en,rose
158,227,217,en,cyan
171,87,91,en,peach
37,93,192,en,blue
148,56,23,en,brown
230,176,37,en,yellow
54,140,103,en,green
122,174,74,en,green
126,22,39,en,marroon
221,87,193,en,pink
62,39,204,en,royal blue
87,235,62,en,green
123,54,102,en,purple
147,147,219,en,lilac
39,41,155,en,royal blue
20,195,221,en,turquoise
233,6,4,en,red
240,1,188,en,pink
239,161,212,en,light pink
211,8,89,en,rose
214,151,130,en,peach
57,66,78,en,black
145,198,140,en,green
49,108,151,en,blue
78,222,162,en,green
95,131,131,en,blue
169,173,65,en,green
67,93,0,en,green
140,111,156,en,purple
120,105,35,en,brown
169,105,192,en,lilac
221,215,149,en,cream
236,225,203,en,cream
74,88,44,en,green
26,46,105,en,navy blue
122,172,197,en,blue
152,246,94,en,lime green
49,223,27,en,spring green
160,250,223,en,aqua
65,84,165,en,dark blue
158,145,210,en,lavender
229,113,175,en,raspberry
116,47,233,en,purple
176,57,210,en,fuchsia
8,231,179,en,greenish
150,92,76,en,brown
2,43,38,en,black
25,69,28,en,dark green
100,193,182,en,turquose
75,104,33,en,olive green
254,60,1,en,red
7,150,214,en,blue
180,45,117,en,raspberry
95,31,108,en,purple
228,164,86,en,gold
227,234,155,en,chartreuse
28,26,163,en,royal blue
143,203,81,en,lime green
95,160,116,en,sage green
239,66,119,en,raspberry
251,133,241,en,pink
212,108,62,en,raw sienna
183,130,244,en,lavender
188,221,226,en,light blue
182,231,14,en,chartreuse
27,69,189,en,royal blue
92,239,121,en,light green
98,29,50,en,maroon
77,47,4,en,brown
134,12,14,en,maroon
229,194,174,en,peach
34,125,6,en,green
79,110,138,en,storm blue
77,239,82,en,lime
191,166,163,en,mauve
182,149,182,en,lilac
188,104,236,en,wisteria
146,18,170,en,purple
185,115,77,en,light brown
140,159,79,en,yellowish green
45,172,210,en,blue
121,85,250,en,grape
114,131,196,en,greyish blue
60,140,42,en,grass green
123,107,15,en,poop brown
121,80,105,en,purple?
145,33,44,en,maroon
133,237,5,en,lime
203,247,10,en,yellow green
44,203,110,en,teal
247,246,168,en,cream
249,21,159,en,pink
30,125,226,en,blue
145,233,249,en,sky blue
112,89,207,en,grape
36,0,5,en,black
251,179,179,en,peach
250,245,56,en,banana
147,32,246,en,grape
250,211,159,en,beige
16,216,188,en,turquoise
49,87,6,en,camo green
188,135,218,en,lilac
166,194,75,en,green
145,89,8,en,brown
27,18,79,en,midnight blue
136,165,150,en,greyish blue green
180,173,49,en,olive
120,156,237,en,perwinkle
79,92,230,en,royal blue
94,66,245,en,violet
128,133,100,en,gray
23,92,28,en,dark green
226,7,78,en,red
158,5,255,en,purple
105,98,26,en,brown
194,246,224,en,teal
44,205,221,en,aqua
229,181,97,en,tan
206,146,151,en,pink
75,195,120,en,teal
48,88,64,en,blueish green
213,199,239,en,lavender
33,175,35,en,dark green
53,84,254,en,blue
59,226,26,en,green
155,87,250,en,light purple
57,9,154,en,dark blue
88,12,101,en,purple
170,244,183,en,baby blue
131,102,41,en,brown
236,43,50,en,redish
72,185,232,en,blue
184,145,230,en,light purple
56,130,45,en,dark green
223,19,77,en,pink
176,217,224,en,sky blue
15,132,145,en,sea blue
80,115,60,en,grass green
38,224,253,en,light blue
104,242,222,en,cyan
128,97,156,en,purple
215,180,66,en,mustered
155,70,102,en,purple
117,21,43,en,majenta
99,52,33,en,brown
252,64,157,en,pink
48,21,46,en,dark dark purple
71,34,226,en,blue
142,222,61,en,green
58,86,182,en,dark blue
44,77,132,en,navy blue
136,169,80,en,green
89,82,98,en,dark purple
225,125,90,en,baby pink
181,141,248,en,purple
17,170,166,en,teal
32,103,101,en,dark teal
154,80,138,en,pink purple
45,207,118,en,green
6,73,138,en,royal blue
109,114,127,en,gray
155,251,136,en,light green
174,196,125,en,green yellow
194,6,169,en,magenta
106,167,233,en,blue
96,41,112,en,violet
165,104,4,en,brown
234,169,33,en,mustard
39,80,190,en,blue
84,95,76,en,green gray?
152,145,107,en,brown
35,53,54,en,dark gray
198,197,9,en,yellow
42,214,243,en,blue
201,69,6,en,orange red
77,166,15,en,green
143,111,101,en,brown
253,200,175,en,peach
134,40,147,en,purple
181,156,188,en,lilac
228,130,89,en,orange
188,248,7,en,neon yellow
107,98,253,en,violet
107,54,0,en,brown
134,110,38,en,brown
158,44,44,en,red
169,76,252,en,purple
243,250,106,en,yellow
23,241,202,en,seafoam
197,99,100,en,salmon
152,225,254,en,light blue
99,168,166,en,teal
108,121,68,en,army green
167,1,111,en,magenta
53,196,50,en,green
92,137,12,en,brownish green
40,36,132,en,navy blue
174,252,117,en,light neon green
115,46,238,en,purple
172,31,2,en,blood red
151,247,220,en,turquoise
221,229,235,en,grey
125,68,93,en,magenta
221,182,81,en,yellow
174,56,185,en,purple
201,88,92,en,maroon
232,166,193,en,pink
108,109,174,en,purple blue
82,118,149,en,teal
52,40,192,en,dark blue
243,225,187,en,beige
240,97,64,en,dark orange
206,96,250,en,purple
172,172,153,en,army green
21,202,180,en,turquoise
194,238,59,en,lime green
192,234,183,en,light green
220,106,146,en,pink
230,244,111,en,yellow
66,189,97,en,grass
72,113,112,en,teal
221,42,117,en,bright pink
21,27,51,en,black
55,136,72,en,dark green
130,91,184,en,purple
21,48,142,en,navy
141,37,222,en,purple
8,187,53,en,green
127,225,127,en,light green
254,188,149,en,peach
252,91,6,en,orange
43,231,248,en,light blue
28,5,183,en,blue
95,134,33,en,army green
204,8,201,en,fuschia
195,232,200,en,sage green
244,194,34,en,yellow
155,40,153,en,violet
128,116,2,en,olive green
61,138,109,en,meadow green
202,133,95,en,light brown
56,162,249,en,light blue
71,105,250,en,blue
193,121,161,en,mauve
212,68,149,en,fuschia
88,177,216,en,baby blue
24,61,114,en,navy
112,130,152,en,grey
249,109,152,en,pink
226,164,169,en,light pink
102,135,251,en,periwinkle
166,15,59,en,magenta
153,66,1,en,brown
45,186,142,en,seafoam green
33,2,62,en,indigo
106,83,195,en,purple
67,46,40,en,dark brown
244,45,36,en,red orange
151,184,14,en,spring green
151,109,111,en,mauve
152,172,159,en,light grey
230,254,53,en,lime
29,225,60,en,green
116,93,146,en,indigo
66,82,218,en,cobalt blue
139,189,243,en,baby blue
44,21,158,en,ultramarine blue
157,67,107,en,mauve
113,64,57,en,indian red
64,79,36,en,dirty green
185,200,56,en,sap green
134,128,101,en,warm grey
15,152,15,en,emerald green
107,95,26,en,green brown
197,79,63,en,brick red
78,161,179,en,cerulean blue
198,89,202,en,purple pink
22,102,47,en,hookers green
199,251,207,en,mint
46,207,185,en,aqua
246,143,136,en,salmon pink
203,44,123,en,dark pink
208,31,234,en,bright purple
92,207,126,en,dark mint
254,155,107,en,pale orange
59,21,25,en,burnt umber
160,226,27,en,neon green
17,92,134,en,prussian blue
45,151,75,en,viridian green
203,130,149,en,dusty pink
144,219,238,en,sky blue
12,122,202,en,phthalo blue
201,11,149,en,dark pink
137,145,150,en,cool grey
171,130,228,en,lavender
5,40,106,en,dark blue
6,26,53,en,midnight blue
213,179,19,en,yello
78,78,233,en,purple
51,55,96,en,navy
182,249,203,en,teal green
29,136,149,en,blue
167,57,156,en,purple
53,37,131,en,purple
211,43,33,en,red
42,185,170,en,blue
103,162,83,en,green
97,139,186,en,blue
194,88,81,en,red
140,112,114,en,purple
229,69,113,en,pink
136,192,224,en,bluw
180,167,61,en,green
192,10,218,en,purple
7,36,165,en,blue
211,117,155,en,pink
125,123,47,en,green
31,99,192,en,blue
120,104,230,en,purple
120,95,132,en,purple
254,249,164,en,yellow
203,23,174,en,pink
126,35,95,en,purple
76,97,111,en,grey
166,77,220,en,purple
110,43,236,en,purple
89,194,87,en,green
69,12,54,en,purple
99,245,196,en,teal
113,237,247,en,teal
14,168,253,en,blue
169,230,137,en,green
238,217,202,en,nude
255,0,74,en,fuscia
255,231,0,en,yellow
255,0,130,en,hot pink
255,0,243,en,magenta
175,0,255,en,purple
147,0,255,en,purple
148,255,0,en,light green
248,255,0,en,yellow
255,101,0,en,burnt orange
204,255,0,en,yellow green
93,255,0,en,electric green
255,0,179,en,hot pink
255,139,0,en,orange
255,79,0,en,burnt orange
255,152,0,en,orange
255,0,41,en,scarlett
255,206,0,en,yellow orange
255,0,151,en,hot pink
221,0,255,en,purple
255,0,98,en,fuscia
111,54,88,en,purple
44,158,50,en,green
205,246,22,en,yellow green
183,26,51,en,red
220,103,61,en,orange
250,237,231,en,light pink
27,55,165,en,blue
209,234,175,en,light green
168,231,85,en,green
158,148,55,en,brown
137,40,252,en,purple
54,139,204,en,blue
140,71,222,en,purple
109,1,154,en,purple
161,122,179,en,purple
143,113,58,en,brown
134,109,236,en,blue purple
176,191,218,en,baby blue
16,123,112,en,green blue
12,193,196,en,turquoise
18,221,44,en,green
129,254,36,en,light green
201,30,245,en,purple pink
242,2,115,en,hot pink
178,24,118,en,pink
123,215,188,en,mint green
22,100,20,en,green
182,195,51,en,yellow green
140,237,131,en,green
16,61,46,en,dark green
182,122,45,en,orange
16,217,160,en,turquoise
135,11,61,en,pink red
229,22,192,en,hot pink
91,92,135,en,purple grey
98,40,28,en,brown red
50,174,72,en,green
131,40,64,en,maroon
208,102,237,en,lavender
225,223,65,en,yellow
216,238,162,en,light grey
157,99,119,en,purple
120,248,144,en,seafoam green
118,158,229,en,sky blue
198,166,230,en,light purple
28,128,159,en,royal blue
130,183,187,en,light blue
89,225,72,en,neon green
38,18,108,en,royal blue
191,146,49,en,burnt orange
172,3,56,en,fushia
72,79,29,en,hunter green
234,136,12,en,orange
113,76,154,en,lavender
147,170,61,en,green
38,50,80,en,navy blue
207,6,248,en,purple
79,216,195,en,light blue
98,76,76,en,purple
221,220,251,en,white
10,76,82,en,blue
209,85,119,en,pink
142,74,234,en,lavender
50,13,39,en,purple
192,243,99,en,green
204,255,253,en,light blue
223,178,194,en,pink
6,25,28,en,black
205,87,7,en,orange
127,138,156,en,purple
128,41,7,en,brick red
137,107,66,en,mauve
91,65,216,en,indigo blue
147,218,183,en,teal
64,72,145,en,midnight blue
49,158,102,en,forest green
70,51,62,en,plum purple
159,125,153,en,lilac purple
137,185,194,en,denim blue
154,212,66,en,olive green
26,209,62,en,lime green
31,23,122,en,blue
9,246,241,en,aqua
231,239,195,en,cream
226,120,117,en,maave red
32,135,20,en,grass green
200,213,5,en,mustard yellow
199,14,172,en,purple pink
32,151,251,en,light blue
127,73,159,en,purple
196,116,235,en,lilac purple
121,139,23,en,olive green
85,252,25,en,lime green
194,108,3,en,burnt orange
208,41,117,en,pink
237,178,98,en,peach
230,227,130,en,cream toffee
78,85,38,en,metallic black
150,56,186,en,vibrant purple
67,31,244,en,bright blue
248,202,50,en,gold
141,87,19,en,brown
199,77,169,en,magenta
194,178,114,en,tan
186,190,252,en,sky blue
161,45,72,en,purple red
42,124,175,en,basic blue
188,34,42,en,maroon
255,69,0,en,red
255,189,0,en,orange
227,255,0,en,lime green
255,0,34,en,red
255,179,0,en,orange
70,0,255,en,blue
255,227,0,en,dark yellow
255,255,0,en,bright yellow
255,0,114,en,pink
255,124,0,en,orange
236,0,255,en,fuchsia
255,107,0,en,orange
181,255,0,en,lime green
126,0,255,en,purple
255,0,227,en,bright pink
255,0,49,en,red
255,0,164,en,pink
255,0,200,en,bright pink
255,0,86,en,red
123,255,0,en,lime green
215,0,255,en,bright purple
48,232,234,en,teal
220,155,168,en,mauve
189,98,54,en,brick red
47,66,184,en,indigo
171,71,200,en,purple
73,127,60,en,forest green
159,159,222,en,violet
44,39,35,en,black
165,199,100,en,pea green
55,142,213,en,blue
165,6,52,en,maroon
59,198,111,en,sea green
95,39,135,en,dark purple
20,185,167,en,teal
213,240,174,en,moss green
123,67,61,en,maroon
228,221,248,en,light purple
77,32,225,en,indigo
83,201,225,en,sky blue
141,101,159,en,purple
239,109,174,en,pink
212,155,97,en,tan
190,40,141,en,fusia
140,116,134,en,violet
23,193,61,en,green
229,106,216,en,purple
102,129,127,en,navy blue
155,144,116,en,tree brown
59,72,145,en,indigo
21,137,105,en,hunter green
26,116,243,en,blue
114,32,94,en,violet
209,95,11,en,orange red
252,199,0,en,yellow
20,86,244,en,blue
141,206,43,en,lime green
54,90,225,en,blue
96,9,189,en,purple
234,191,86,en,yellow
184,108,184,en,pink
226,170,175,en,pink
139,101,32,en,brown
98,25,241,en,purple
51,107,6,en,green
175,231,237,en,blue
35,251,228,en,blue
117,195,56,en,green
48,121,216,en,blue
36,244,141,en,green
63,162,202,en,blue
232,234,218,en,white
214,19,161,en,pink
71,61,90,en,purple
23,165,86,en,green
12,209,64,en,green
172,210,168,en,green
240,41,10,en,red
161,84,200,en,purple
65,124,79,en,green
245,238,91,en,yellow
1,46,23,en,green
130,195,117,en,green
174,94,36,en,orange
122,139,180,en,blue
249,63,118,en,pink
84,93,81,en,green
251,236,169,en,yellow
81,79,6,en,green
182,115,146,en,pink
203,37,220,en,pink
160,161,155,en,grey
205,85,128,en,pink
92,80,97,en,periwinkle
137,224,224,en,baby boy blue
3,184,173,en,turquoise
137,73,0,en,brown
171,179,66,en,sage
166,250,19,en,lime green
221,243,232,en,robins egg blue
150,49,104,en,violet
27,135,205,en,sky blue
246,146,229,en,lavender
234,112,63,en,sandstone
212,59,194,en,purple
82,228,36,en,green
240,151,73,en,sandstone
211,182,215,en,lavender
84,60,152,en,royal blue
77,113,102,en,midnight blue
138,73,65,en,burgundy
168,224,94,en,light green
203,11,92,en,mauve
57,31,238,en,blue
220,244,186,en,sage
14,159,22,en,forest green
11,60,85,en,navy blue
193,93,118,en,plum
119,93,16,en,brown
95,83,52,en,slate
141,3,129,en,violet
220,194,136,en,nude
79,43,91,en,haze
236,171,141,en,lilac
159,132,134,en,lavander
218,119,114,en,mauve
167,196,35,en,green
228,178,106,en,tan
91,42,121,en,purple
253,90,82,en,red
38,166,109,en,green
199,166,187,en,violet
103,140,228,en,blue
185,76,217,en,purple
27,126,17,en,green
65,2,29,en,purple
12,60,247,en,blue
115,200,77,en,green
121,236,67,en,green
254,104,42,en,orange
191,193,130,en,green
135,67,90,en,purple
95,235,232,en,blue
145,108,75,en,brown
203,118,63,en,brown
183,163,238,en,purple
6,95,77,en,purp;e
56,73,34,en,purple
167,118,19,en,green
112,28,184,en,purple
42,247,191,en,turguoise
95,69,55,en,brown
99,89,180,en,purple
10,181,163,en,green
152,166,170,en,purple
38,2,239,en,purple
11,80,105,en,purple
16,7,126,en,purple
19,245,126,en,green
252,156,68,en,orange
175,217,188,en,mint green
169,107,26,en,ochre
26,38,59,en,navy
44,29,80,en,plum
240,66,239,en,magenta
97,173,165,en,teal
9,164,221,en,cyan
94,64,38,en,brown
184,215,116,en,chartreuse
183,63,133,en,dark pink
99,204,112,en,seafoam
112,26,254,en,neon purple
116,46,95,en,plum
187,148,111,en,tan
205,162,71,en,goldenrod
21,184,42,en,lime
247,111,16,en,orange
14,29,196,en,royal blue
66,183,130,en,teal
50,75,195,en,blue
237,36,178,en,pink
134,9,118,en,purple
127,31,1,en,rust
158,143,140,en,grey
177,3,53,en,red
59,255,131,en,seafoam
160,132,185,en,lavender
78,235,210,en,cyan
129,140,99,en,sage
42,43,1,en,army green
91,119,3,en,olive
56,94,63,en,forrest
118,172,11,en,dark lime
206,245,85,en,yellow green
254,127,208,en,pink
167,203,241,en,baby blue
91,147,158,en,blue
225,98,33,en,orange
4,5,252,en,blue
50,59,79,en,violet
31,106,228,en,blue
170,109,251,en,light purple
168,208,40,en,avacado
55,216,151,en,teal
136,101,158,en,dark purple
18,142,247,en,sky blue
123,78,6,en,brown
103,2,23,en,velvet
54,189,54,en,green
169,143,55,en,light brown
49,19,25,en,dark purple
220,199,63,en,sand
222,63,195,en,purple
86,49,158,en,blue
154,26,109,en,violet
73,181,88,en,green
155,132,112,en,mauve
171,178,190,en,blue
237,132,116,en,salmon
84,145,105,en,green
135,23,242,en,blue
102,47,25,en,dark brown
36,187,194,en,teal
142,152,88,en,gold
191,28,226,en,purple
29,35,25,en,black
235,56,67,en,red
223,225,182,en,grey
151,197,100,en,green
209,34,85,en,pink
21,84,35,en,green
188,122,158,en,light purple
196,120,3,en,burnt orange
108,250,216,en,mint green
156,186,59,en,grass green
160,8,138,en,majenta
58,35,247,en,blue
192,12,209,en,purple
248,128,242,en,pink
144,191,111,en,green
211,1,99,en,pink
80,99,42,en,green
47,36,204,en,blue
131,61,187,en,purple
86,168,24,en,green
29,36,75,en,dark blue
208,128,191,en,purple
77,239,38,en,lime green
100,66,117,en,dark purple
37,130,155,en,teal
245,230,85,en,yellow
112,139,41,en,grass green
17,32,110,en,dark blue
111,184,249,en,sky blue
23,189,224,en,blue
242,120,93,en,salmon
122,129,131,en,gray
39,255,192,en,greeen
182,183,214,en,purple
88,23,62,en,burgandy
215,42,74,en,red
138,131,205,en,purple
103,238,104,en,green
59,128,227,en,blue
100,25,107,en,purple
69,123,103,en,green
172,248,61,en,lime green
211,134,151,en,pink
38,5,12,en,black
167,178,96,en,olive green
185,229,195,en,blue green
222,215,226,en,gray purple
89,113,67,en,dark green
73,184,190,en,teal
38,35,104,en,dark blue
54,39,144,en,blue
199,82,239,en,violet
144,11,135,en,purple
82,229,80,en,green
153,105,52,en,brown
66,156,253,en,blue
170,95,140,en,purple
125,39,74,en,eggplant
10,134,38,en,green
210,205,48,en,dark yellow
29,183,111,en,green
203,148,232,en,lavender
133,45,180,en,purple
66,62,231,en,blue
107,71,75,en,dark purple
161,237,7,en,lime green
122,126,240,en,light blue
238,213,150,en,tan
194,86,50,en,brown red
42,149,200,en,medium blue
174,221,96,en,green
149,190,207,en,gray blue
240,131,39,en,orange
31,80,165,en,blue
239,58,16,en,red orange
138,145,188,en,purple blue
37,93,88,en,dark navy
142,133,20,en,green brown
40,37,26,en,dark brown black
185,60,162,en,pink
164,112,165,en,purple
213,191,195,en,purple
136,10,193,en,purple
74,192,144,en,green
114,253,165,en,green
46,169,163,en,teal
229,106,160,en,pink
167,122,98,en,brown
244,190,158,en,orange
204,192,86,en,green
222,145,38,en,orange
208,21,132,en,magenta
41,178,136,en,green
9,22,59,en,navy blue
142,221,232,en,sky blue
99,34,145,en,purple
198,216,45,en,lime green
219,189,45,en,gold
177,141,33,en,brown
41,219,30,en,bright green
224,122,151,en,pink
48,156,17,en,dark green
162,215,160,en,light green
51,74,211,en,electric blue
148,156,248,en,blue
5,32,106,en,navy blue
218,23,5,en,red
239,5,213,en,magenta
92,223,137,en,green
87,0,166,en,purple
78,103,133,en,bluish grey
12,83,60,en,dark green
183,154,169,en,purple
18,39,11,en,black
5,165,254,en,blue
143,125,179,en,purple
92,155,173,en,blue
93,109,44,en,green
166,94,226,en,purple
132,86,99,en,purple
150,20,38,en,maroon
212,152,132,en,nude
245,250,156,en,yellow
89,24,64,en,aubergine
237,167,250,en,pink
96,150,66,en,green
21,219,200,en,blue
197,118,102,en,russet
238,200,244,en,pastel pink
110,163,69,en,forest green
174,140,92,en,tan
21,184,247,en,sky blue
226,195,77,en,mustard
142,53,227,en,violet
43,80,167,en,blue
35,84,138,en,navy blue
86,166,12,en,green
231,4,56,en,red
106,60,144,en,purple
99,254,112,en,neon green
142,167,0,en,leaf green
223,95,246,en,lilac
72,62,208,en,blue
26,225,27,en,green
95,150,163,en,gray
33,67,253,en,blue
96,113,50,en,green
53,14,27,en,plum
177,240,202,en,mint
74,195,218,en,light blue
218,5,137,en,pink
125,104,25,en,brown
195,253,15,en,neon yellow
116,32,83,en,maroon
172,35,33,en,red
248,129,61,en,orange
88,110,97,en,gray
246,74,120,en,pink
184,55,119,en,fuschia
35,243,254,en,cyan
178,118,198,en,pastel purple
19,178,121,en,green
189,112,18,en,ginger
195,157,102,en,brown
60,214,132,en,green
233,150,206,en,red
7,91,90,en,grey
108,172,125,en,grey
194,191,208,en,grey
72,224,16,en,green
41,161,251,en,blue
179,76,90,en,dark red
163,176,243,en,grey
107,151,162,en,greenish grey
146,255,0,en,light green
255,151,0,en,orange
255,0,80,en,magenta
244,255,0,en,yellow
255,226,0,en,ochre
255,0,141,en,pink
255,118,0,en,burnt orange
174,89,99,en,crimson
56,232,247,en,teal
108,71,75,en,brown
222,88,6,en,red
42,19,198,en,blue
238,148,223,en,pink
77,67,126,en,indigo
115,0,58,en,purple
83,76,43,en,grey
220,88,129,en,magenta
238,123,237,en,pink
130,216,149,en,mint
187,234,248,en,light blue
145,106,24,en,taupe
130,214,102,en,neon green
168,3,100,en,magenta
102,12,190,en,purple
168,91,203,en,neon purple
189,171,224,en,lavender
170,134,131,en,blush
116,93,185,en,indigo
195,249,185,en,mint green
27,40,156,en,royal blue
207,160,153,en,nude
81,243,189,en,mint green
236,73,101,en,rose
116,8,245,en,purple
129,29,170,en,purple
82,178,79,en,green
250,116,163,en,pink
251,227,216,en,nude
22,184,194,en,teal
197,243,115,en,lime green
74,228,136,en,green
33,85,74,en,dark green
248,120,206,en,pink
15,13,195,en,blue
1,223,3,en,light green
70,181,146,en,turquoise
47,83,82,en,dark green
86,235,207,en,light blue
150,188,106,en,army green
167,63,45,en,dark red
156,131,202,en,purple
238,120,132,en,dark coral
59,69,23,en,darker green
203,235,214,en,algae green
40,50,172,en,deep blue
200,164,21,en,mute yellow
161,97,86,en,taupe
50,131,120,en,jade green
171,160,89,en,muddy green
106,29,49,en,maroon
205,221,120,en,piss yellow
96,152,254,en,dusky blue
156,98,197,en,violet
228,79,175,en,fuschia
36,66,241,en,true blue
159,197,235,en,cyan
101,95,219,en,purple
47,205,226,en,blue
210,81,95,en,fuchsia
212,224,102,en,green
144,247,192,en,mint
121,93,63,en,brown
164,116,20,en,caramel
143,30,95,en,magenta
142,43,43,en,burgundy
187,167,82,en,camel
232,144,160,en,pink
192,51,179,en,magenta
190,112,220,en,light purple
164,38,210,en,purple
248,187,7,en,sunflower
220,210,195,en,tan
189,148,215,en,lavender
103,151,119,en,army green
120,44,154,en,dark purple
90,240,53,en,green
178,234,120,en,light green
116,249,124,en,lime green
67,12,37,en,maroon
153,155,48,en,olive
97,113,82,en,green
105,139,230,en,b;ue
91,88,193,en,violet
170,74,188,en,purple
6,213,251,en,cyan
81,245,154,en,lime green
12,170,113,en,green
234,84,163,en,pink
177,110,59,en,brown
184,192,224,en,gray
203,23,163,en,magenta
231,232,92,en,yellow
87,128,11,en,green
248,164,196,en,pink
213,24,243,en,magenta
143,92,68,en,brown
251,224,143,en,tan
248,85,47,en,red
149,44,251,en,purple
107,73,239,en,blue purple
248,220,35,en,gold yellow
12,59,229,en,blue
113,67,167,en,blue
176,169,146,en,grey
207,205,28,en,yellow
195,152,51,en,brown
107,168,45,en,green
190,226,163,en,grey
215,147,244,en,pink
22,40,25,en,black
74,45,59,en,red
101,78,3,en,brown
183,57,209,en,pink
198,169,244,en,lavender
241,3,106,en,hot pink
40,5,3,en,navy
15,64,189,en,blue
17,157,215,en,cyan
1,21,73,en,dark blue
67,131,67,en,green
157,18,211,en,purple
41,188,155,en,teal
207,217,134,en,light green
91,114,156,en,light blue
27,82,57,en,dark cyan
137,46,40,en,burgundy
150,218,5,en,lime green
246,112,83,en,orange
233,176,166,en,tan
224,253,90,en,yellow
180,6,66,en,red
83,157,148,en,aquamarine
78,189,81,en,green
4,62,29,en,green
84,13,35,en,burgundy
120,163,115,en,green
173,133,210,en,violet
125,185,228,en,blue
35,13,5,en,black
180,46,248,en,purple
232,140,144,en,pink
224,8,140,en,pink
77,120,60,en,green
43,82,208,en,blue
127,130,43,en,greenish yellowish
167,71,122,en,red
243,119,102,en,pink
24,246,193,en,turquoise
97,40,3,en,brown
60,88,206,en,cerulean
183,253,183,en,mint green
61,204,113,en,green
233,178,215,en,pastel pink
67,53,109,en,purple blue
15,8,125,en,royal blue
196,28,70,en,magenta
138,216,221,en,turquoise
173,139,34,en,gold
235,71,13,en,orange
237,230,254,en,lilac
154,145,138,en,grey
78,128,130,en,turquoise
68,87,233,en,royal blue
118,67,58,en,burgundy
184,64,217,en,neon purple
173,177,18,en,light green
39,125,84,en,forrest green
47,102,160,en,blue
234,105,15,en,orange
232,241,17,en,yellow
99,207,202,en,light blue
55,26,64,en,dark purple
23,117,208,en,blue
216,173,130,en,tan
158,219,245,en,sky blue
122,197,182,en,teal
124,37,152,en,purple
248,148,119,en,coral
148,142,112,en,grey
165,203,83,en,green
221,200,38,en,brown yellow
245,253,11,en,yellow
93,123,126,en,navy
223,163,176,en,pink
64,177,179,en,aqua blue
180,92,134,en,magenta
244,254,54,en,yellow
194,191,217,en,lavender
181,177,162,en,grey
72,234,244,en,light blue
176,9,129,en,dark purple
109,143,33,en,army green
241,196,79,en,orange
207,9,176,en,magenta
115,85,54,en,brown
116,23,105,en,dark purple
44,29,194,en,navy blue
55,129,199,en,sky blue
72,32,17,en,coco brown
28,15,29,en,black
136,131,151,en,violet
27,184,26,en,green
247,226,186,en,nude
236,19,87,en,hot pink
