r,g,b,lang_code,human
255,0,113,en,pink
150,255,0,en,lime green
255,0,138,en,fushia
255,0,87,en,hot pink
255,0,64,en,hot pink
252,0,255,en,light purple
255,12,0,en,red
255,0,227,en,pink
255,227,0,en,yellow
138,0,255,en,purple
255,155,0,en,orange
255,87,0,en,orange
194,255,0,en,yellow
255,0,86,en,pink
255,84,0,en,orange
135,0,255,en,blue
216,255,0,en,green
210,0,255,en,puple
255,0,164,en,pink
255,0,77,en,red
255,249,0,en,yellow
255,0,60,en,red
200,0,255,en,purple
255,195,0,en,yellow
255,154,0,en,orange
223,255,0,en,yellow
140,0,255,en,purple
255,0,140,en,pink
103,255,0,en,green
255,83,0,en,orange
255,0,157,en,purple
50,255,0,en,green
255,0,247,en,purple
255,191,0,en,yellowish
255,0,225,en,purple
252,255,0,en,yellow
255,77,0,en,orange
153,0,255,en,purple
255,176,0,en,light orange
255,0,48,en,red
134,255,0,en,darker green
203,0,255,en,light purple
225,255,0,en,yellow
255,0,180,en,violet
255,0,85,en,pink
255,0,144,en,hot pink
255,65,0,en,orange
241,255,0,en,gold
169,255,0,en,lime green
255,0,224,en,pink
255,66,0,en,red
178,255,0,en,green
109,255,0,en,green
255,0,88,en,red
255,0,40,en,red
255,187,0,en,orange
110,255,0,en,green
247,0,255,en,magenta
255,177,0,en,orange
255,205,0,en,orange
255,230,0,en,yellow
255,0,147,en,pink
226,255,0,en,yellow
181,255,0,en,light green
255,0,145,en,pink
255,0,115,en,pink
255,0,4,en,red
255,189,0,en,yellow
255,255,0,en,yellow
233,0,255,en,pink
182,255,0,en,light green
97,0,255,en,dark purple
255,0,81,en,dark pink
255,75,0,en,orange
255,91,0,en,red
255,0,4,en,red
213,0,255,en,purple
255,120,0,en,orange
255,0,124,en,pink
103,0,255,en,purple
255,118,0,en,orange
255,0,166,en,pink
255,0,236,en,pink
255,0,178,en,pink
255,0,26,en,red
255,0,185,en,hot pink
255,231,0,en,yellow
255,0,237,en,fushia
255,145,0,en,orange
154,0,255,en,purple
255,0,169,en,pink
255,0,123,en,darker pink
255,223,0,en,yellow
255,100,0,en,dark orange
255,158,0,en,orange
71,255,0,en,grass green
186,0,255,en,purple
255,233,0,en,yellow
255,0,113,en,pink
255,149,0,en,orange
255,0,107,en,viollet
255,0,7,en,red
255,0,194,en,pink
255,156,0,en,orangeish
148,0,255,en,purple
193,0,255,en,purple
255,0,192,en,pink
209,255,0,en,yellow
255,0,161,en,hot pink
185,255,0,en,dirty yellow
238,255,0,en,bright yellow
255,115,0,en,orange
255,0,49,en,red
255,0,132,en,dark pink
255,247,0,en,yellow
242,0,255,en,purple
255,0,168,en,dark purple
233,255,0,en,yellow
255,0,210,en,purple
255,0,249,en,purple
40,0,255,en,blue
186,255,0,en,yellow
164,0,255,en,purple
163,255,0,en,yellow
255,0,222,en,pink
255,191,0,en,orange
255,186,0,en,dark yellow
255,0,106,en,dark pink
255,113,0,en,orange
255,120,0,en,dark orange
251,255,0,en,yellow
255,0,136,en,vilote
255,0,204,en,dark pink
255,0,116,en,pink
255,0,79,en,red
237,255,0,en,yellow
255,0,235,en,dark pink
255,233,0,en,yellow
255,0,35,en,red
255,0,136,en,hot pink
255,0,237,en,pink purple
170,0,255,en,purple
86,255,0,en,green
255,96,0,en,orange
255,132,0,en,orange
255,226,0,en,yellow
255,178,0,en,orange
255,0,22,en,red
245,0,255,en,pink
184,0,255,en,purple
235,255,0,en,yellow
255,74,0,en,orange
228,255,0,en,yellow
255,0,49,en,red/ pink
130,255,0,en,lime green
238,255,0,en,yellow
50,0,255,en,dark blue
255,178,0,en,orange
213,255,0,en,green yellow
255,0,149,en,fushia
255,186,0,en,skin
171,0,255,en,purple
255,96,0,en,red orange
255,241,0,en,yellow
255,176,0,en,orange
255,15,0,en,red
213,255,0,en,green
38,255,0,en,green
180,0,255,en,purple
124,0,255,en,blue
255,0,125,en,pink
255,0,208,en,purple
255,185,0,en,orange
255,0,151,en,pink
255,138,0,en,orange
101,0,255,en,purple
255,0,96,en,pink
255,0,177,en,vileot
255,111,0,en,orange
229,255,0,en,yellow
255,120,0,en,orange
255,0,39,en,red
255,112,0,en,dark orange
135,0,255,en,purple blue
255,199,0,en,yellow
255,0,37,en,red
255,162,0,en,dirty orange
182,0,255,en,purple
255,140,0,en,orange
255,0,113,en,hot pink
255,0,27,en,red
255,43,0,en,lite red
111,255,0,en,lite green
255,0,92,en,hot pink
255,0,141,en,purple
255,128,0,en,orange
255,0,196,en,purple
255,0,69,en,hot pink
255,0,151,en,purple
255,73,0,en,red
255,0,215,en,pinkish purple
255,149,0,en,orange
255,0,84,en,pink
255,250,0,en,yellow
134,0,255,en,purple
255,201,0,en,yellow
255,172,0,en,yellow
239,0,255,en,purple
255,0,71,en,hot pink
91,0,255,en,purple
255,0,144,en,pink
229,255,0,en,yellow
91,0,255,en,purple
196,0,255,en,purple
255,137,0,en,orange
255,46,0,en,orange
255,0,240,en,purple
90,255,0,en,green
153,0,255,en,purple
255,90,0,en,red
78,255,0,en,green
255,0,79,en,pink
255,0,46,en,red
156,255,0,en,green
255,0,85,en,pink
255,0,178,en,purple
255,238,0,en,yellow/orange
255,204,0,en,orange
255,141,0,en,orange dark
255,0,224,en,purple light
255,0,107,en,dark purple
255,231,0,en,yellow
68,255,0,en,green
255,0,18,en,red
255,167,0,en,orange
202,255,0,en,yellow green
255,0,79,en,pink
255,25,0,en,dark orange
255,160,0,en,orange
126,255,0,en,green
162,255,0,en,green
215,0,255,en,purple
255,96,0,en,orange
255,0,238,en,light purple
81,255,0,en,green
255,0,89,en,dark pink
255,0,56,en,red
255,233,0,en,dirty yellow
255,2,0,en,read
223,0,255,en,purple
255,240,0,en,yellow
255,172,0,en,orange
255,244,0,en,yellow
244,0,255,en,purple
255,103,0,en,orange
107,0,255,en,deep purple
255,85,0,en,orange
255,242,0,en,yellow
255,174,0,en,orange
255,0,3,en,red
255,0,127,en,pink
235,255,0,en,yellow
255,0,247,en,purple
255,0,67,en,red
135,0,255,en,blue
255,0,122,en,hot pink
255,0,250,en,purple
255,0,209,en,pink
190,255,0,en,green
255,0,31,en,red
168,0,255,en,purple
255,161,0,en,orange
255,193,0,en,dark yellow
255,63,0,en,orangish red
55,0,255,en,purple
220,0,255,en,viellot
255,0,126,en,pink
236,255,0,en,yellow
255,185,0,en,yellow orange
255,145,0,en,orange
255,0,52,en,red
199,0,255,en,purple
173,255,0,en,lime green
255,0,184,en,pink
255,0,123,en,pink red
255,116,0,en,orange
255,238,0,en,yellow
138,0,255,en,purple
255,0,1,en,red
255,0,215,en,purple
255,0,188,en,pink
255,207,0,en,yellow
255,0,101,en,pink
175,255,0,en,green
255,198,0,en,orange
255,0,200,en,purple
255,0,49,en,pink
230,0,255,en,purple
255,0,101,en,pink
255,0,130,en,pink
196,255,0,en,green
255,126,0,en,orange
255,0,171,en,pink
255,247,0,en,yellow
255,0,80,en,pink
199,0,255,en,purple
255,0,234,en,violet
255,236,0,en,yellow
255,0,159,en,violet
178,255,0,en,dark yellow
52,255,0,en,green
66,0,255,en,blue
255,0,245,en,pink
143,0,255,en,purple
255,14,0,en,red
255,0,83,en,red purple
248,255,0,en,yellow
255,0,158,en,pink purple
238,0,255,en,purple pink
255,0,136,en,pink
255,0,184,en,magenta
184,0,255,en,purple
122,255,0,en,lime green
255,180,0,en,golden yellow
255,135,0,en,orange
184,255,0,en,green yellow
255,235,0,en,yellow
255,0,221,en,violet
255,192,0,en,golden yellow
255,56,0,en,red orange
255,0,52,en,red
250,0,255,en,pink
224,255,0,en,yellow
148,0,255,en,purple
255,0,146,en,magenta
255,0,82,en,red
245,255,0,en,yellow
255,0,14,en,red orange
255,0,87,en,red
255,203,0,en,yellow
255,137,0,en,orange
255,92,0,en,orange
232,0,255,en,purple
255,0,243,en,purple
161,0,255,en,purple
77,255,0,en,green
5,255,0,en,green
255,0,30,en,red
255,0,72,en,red
148,255,0,en,chartreuse
255,0,156,en,pink
255,0,120,en,pink
198,255,0,en,chartreuse
255,0,199,en,fushia
255,218,0,en,mustard
255,72,0,en,red orange
255,156,0,en,orange
246,255,0,en,yellow
190,0,255,en,purple
37,0,255,en,blue
255,0,238,en,pink
253,0,255,en,fusia
133,255,0,en,neon green
255,0,123,en,pink
255,234,0,en,yellow
255,167,0,en,orange
255,0,69,en,maroon
255,173,0,en,orange
255,84,0,en,redish orange
255,0,254,en,pink
139,255,0,en,bright green
237,255,0,en,yellow
255,0,22,en,red
39,0,255,en,blue
255,186,0,en,yellow
255,95,0,en,orange
255,120,0,en,light orange
255,0,254,en,pinkish purple
140,0,255,en,purple
255,0,173,en,pink
200,255,0,en,yellow
108,255,0,en,green
232,255,0,en,yellow
177,0,255,en,purple
255,18,0,en,red
255,0,42,en,maroon
255,0,221,en,pink
255,0,91,en,redish pink
255,0,116,en,pink
255,45,0,en,red
255,139,0,en,orange
188,255,0,en,green
255,0,198,en,hot pink
40,255,0,en,green
116,0,255,en,dark purple
67,255,0,en,green
184,0,255,en,purple
255,214,0,en,yellow
255,207,0,en,yellow
255,0,56,en,red
255,0,217,en,pink
255,0,87,en,red
255,0,176,en,pink
255,0,2,en,red
255,188,0,en,yellow orange
150,255,0,en,neon green
50,0,255,en,blue purple
212,0,255,en,magenta
255,0,234,en,fuschia
255,164,0,en,yellow orange
255,0,108,en,hot pink
122,255,0,en,neon green
255,243,0,en,neon yellow
255,105,0,en,orange
255,0,51,en,cherry red
255,0,210,en,fuschia
255,0,128,en,darker hot pink
255,122,0,en,orange
255,0,145,en,hot pink
223,0,255,en,fuschia
153,0,255,en,royal purple
235,255,0,en,neon yellow
192,255,0,en,chartreuse
255,46,0,en,blood orange
255,205,0,en,yellow
255,0,202,en,pink
255,0,161,en,pink
255,88,0,en,orange
255,165,0,en,orange
230,255,0,en,yellow
144,255,0,en,green
255,0,92,en,pink
255,0,21,en,red
255,0,228,en,pink
227,0,255,en,pink
255,0,136,en,pink
157,0,255,en,purple
255,243,0,en,yellow
255,139,0,en,orange
255,78,0,en,orange
255,215,0,en,yellow
255,0,69,en,pink
86,255,0,en,green
1,255,0,en,green
189,0,255,en,purple
255,212,0,en,yellow
255,92,0,en,orange
255,50,0,en,burnt umber
255,0,105,en,fuschia
199,255,0,en,flourescent yellow
81,255,0,en,lime green
255,174,0,en,yellow
255,0,79,en,pink
220,0,255,en,pink
124,0,255,en,violet
255,239,0,en,yellow
255,0,195,en,fuschia
255,0,22,en,red
255,0,164,en,pink
255,250,0,en,yellow
255,246,0,en,yellow
255,240,0,en,yellow
255,0,227,en,magenta
255,72,0,en,orange
255,0,72,en,red
255,0,122,en,pink
81,255,0,en,green
250,0,255,en,magenta
255,0,155,en,raspberry
255,132,0,en,pumpkin
166,0,255,en,purple
255,180,0,en,golden yellow
255,95,0,en,orange
255,0,82,en,pink
255,185,0,en,yellow
139,255,0,en,green
255,0,205,en,pink
186,255,0,en,green
157,0,255,en,purple
27,255,0,en,green
255,0,36,en,red
255,250,0,en,yellow
119,255,0,en,green
255,0,45,en,red
255,0,109,en,pink
255,100,0,en,orange
255,199,0,en,gold
255,70,0,en,orange
255,0,132,en,pink
255,0,250,en,purple pink
255,0,218,en,purple pink
255,0,184,en,magenta
255,0,59,en,strawberry red
216,255,0,en,chartruce
164,255,0,en,chartruce
111,0,255,en,purple blue
188,0,255,en,pink purple
255,125,0,en,orange
255,235,0,en,sun yellow
69,0,255,en,royal blue
255,0,167,en,pink
255,172,0,en,gold
255,122,0,en,orange
255,0,96,en,fuschia
255,156,0,en,orange
255,92,0,en,red orange
255,62,0,en,red
255,0,124,en,fuschia
255,208,0,en,ochre
155,0,255,en,violet
255,0,50,en,red
255,0,175,en,pink
213,255,0,en,chartreuse
18,0,255,en,royal blue
149,255,0,en,yellow green
251,255,0,en,yellow
255,241,0,en,yellow
216,0,255,en,purple
255,0,20,en,scarlet
255,0,189,en,pink
255,0,222,en,pink
70,255,0,en,lime green
247,0,255,en,lavender
255,0,244,en,violet
112,0,255,en,purple
255,235,0,en,yellow
255,0,174,en,magenta
255,0,200,en,magenta
250,0,255,en,violet
255,0,47,en,red
255,20,0,en,blood orange
255,144,0,en,orange
255,84,0,en,orange
255,0,72,en,red
255,181,0,en,orange
255,0,114,en,magenta
175,255,0,en,lime green
255,194,0,en,orange
210,255,0,en,yellow green
255,0,102,en,magenta
101,255,0,en,green yellow
231,255,0,en,yellow
178,0,255,en,purple
255,0,246,en,pink
255,0,150,en,hot pink
255,0,224,en,pink
255,0,134,en,pink
255,0,82,en,red
209,0,255,en,pink
255,130,0,en,orange
133,255,0,en,green
255,155,0,en,orange
209,255,0,en,yellow
136,0,255,en,purple
255,0,32,en,red
255,242,0,en,yellow
255,0,79,en,red
255,83,0,en,orange
91,255,0,en,green
255,44,0,en,red
255,0,201,en,pink
255,190,0,en,orange
255,254,0,en,yellow
255,0,164,en,purple
255,59,0,en,orange
255,152,0,en,orange
145,0,255,en,purple
255,0,194,en,purple
255,230,0,en,yellow
255,148,0,en,orange
67,255,0,en,green
255,197,0,en,yellow
185,0,255,en,purple
173,255,0,en,yellow
255,0,94,en,purple
255,0,229,en,purple
255,204,0,en,mustard
151,255,0,en,green
203,255,0,en,green
255,0,30,en,red
134,0,255,en,purple
255,0,230,en,pink
255,0,86,en,pink
214,0,255,en,purple
255,0,143,en,pink
50,255,0,en,green
255,0,76,en,pink
255,249,0,en,yellow
255,0,140,en,pink
255,0,188,en,pink
255,219,0,en,yellow
255,84,0,en,orange
255,77,0,en,orange
254,0,255,en,pink
255,149,0,en,orange
74,0,255,en,purple
255,163,0,en,yellow
197,0,255,en,purple
255,0,130,en,hot pink
255,0,35,en,red
91,0,255,en,royal blue
219,255,0,en,highlighter yellow
255,0,255,en,magenta
255,0,194,en,pink
255,88,0,en,orange
212,0,255,en,violet
69,255,0,en,lime green
255,103,0,en,orange
237,255,0,en,yellow
185,255,0,en,yellow green
255,211,0,en,gold
202,255,0,en,yellow green
255,0,118,en,raspberry
255,0,184,en,magenta
255,0,54,en,red
110,0,255,en,indigo
255,0,250,en,magenta
255,128,0,en,orange
255,222,0,en,yellow
255,0,87,en,red
255,0,0,en,red
255,0,9,en,red
255,0,164,en,raspberry
255,162,0,en,light orange
255,0,225,en,magenta
255,0,29,en,red
255,0,204,en,pink
255,171,0,en,orange
52,0,255,en,blue
203,255,0,en,yellow
191,0,255,en,blue
164,255,0,en,yellow
255,0,170,en,pink
255,238,0,en,yellow
255,0,92,en,pink
255,0,112,en,pink
255,0,78,en,pink
255,102,0,en,red
255,66,0,en,red
255,123,0,en,orange
255,0,212,en,pink
148,0,255,en,blue
254,255,0,en,yellow
44,255,0,en,orange
255,186,0,en,orange
255,0,248,en,blue
81,0,255,en,royal blue
255,49,0,en,red
255,0,206,en,fuschia
255,0,64,en,cherry red
194,255,0,en,lime green
255,0,89,en,watermelon
255,125,0,en,orange
255,206,0,en,mustard
255,89,0,en,tomato red
94,0,255,en,marine
255,0,113,en,cherry red
198,0,255,en,violet
255,253,0,en,yellow
231,0,255,en,magenta
255,156,0,en,orange
255,216,0,en,musrard
255,0,216,en,magenta
255,0,31,en,red
180,255,0,en,lime green
125,255,0,en,light green
255,0,151,en,fuschia
255,114,0,en,orange
255,0,128,en,dark pink
101,255,0,en,light green
199,255,0,en,yellow
255,0,203,en,hot pink
255,179,0,en,yellowish orange
255,0,1,en,red
255,42,0,en,dark orange
255,0,152,en,hot pink
255,242,0,en,yellow
255,0,110,en,dark pink
255,255,0,en,yellow
255,0,77,en,reddish pink
255,129,0,en,orange
255,255,0,en,yellow
255,0,236,en,pink
234,0,255,en,pink
255,185,0,en,orange
89,255,0,en,light green
255,0,182,en,pink
171,255,0,en,mellow green
255,0,162,en,pink
143,0,255,en,purple
255,0,13,en,red
255,0,60,en,red
101,0,255,en,purple
255,0,47,en,red
25,255,0,en,green
255,210,0,en,goldenrod
255,0,194,en,fuchsia
247,255,0,en,yellow
255,0,111,en,magenta
64,0,255,en,royal blue
255,142,0,en,orange
228,255,0,en,lemon yellow
255,0,213,en,fuchsia
255,104,0,en,burnt orange
255,0,255,en,light purple
255,0,157,en,magenta
43,255,0,en,lime green
255,57,0,en,red
255,222,0,en,goldenrod
255,0,130,en,magenta
255,153,0,en,orange
163,255,0,en,green yellow
164,0,255,en,purple
255,249,0,en,lemon yellow
255,0,146,en,fuschia
255,213,0,en,golden yellow
238,0,255,en,hot pink
111,255,0,en,neon green
255,157,0,en,marigold
181,0,255,en,bright light purple
255,0,89,en,fuschia
255,0,27,en,dark red
255,0,70,en,raspberry
152,0,255,en,purple
255,0,219,en,hot pink
255,151,0,en,goldenrod
165,255,0,en,lime green
255,191,0,en,golden yellow
255,0,190,en,fuschia
255,0,120,en,berry
219,255,0,en,lemon yellow
255,57,0,en,tangerine
255,86,0,en,pumpkin orange
115,0,255,en,cobalt
182,0,255,en,violet
255,27,0,en,red
246,255,0,en,yellow
192,255,0,en,yellow green
227,0,255,en,periwinkle
255,0,153,en,magenta
255,184,0,en,orange yellow
255,0,214,en,fuscia
255,0,188,en,fuscia
86,255,0,en,lime green
172,255,0,en,yellow green
255,0,110,en,hot pink
255,147,0,en,orange
255,0,130,en,magenta
255,95,0,en,red orange
255,166,0,en,squash
255,0,30,en,red
255,218,0,en,yellow
255,0,76,en,rose
255,0,215,en,magenta
255,0,203,en,magenta
189,0,255,en,purple
255,88,0,en,orange
255,0,48,en,red
255,0,47,en,red
255,0,175,en,pink
255,72,0,en,orange
174,255,0,en,yellow green
255,172,0,en,orange
59,0,255,en,blue
247,255,0,en,yellow
101,255,0,en,green
255,0,118,en,magenta
255,0,97,en,red
255,197,0,en,gold
250,0,255,en,magenta
198,255,0,en,yellow green
147,0,255,en,purple
255,127,0,en,orange
255,233,0,en,yellow
255,159,0,en,dr orange
43,255,0,en,kelly green
255,149,0,en,mango orange
255,0,76,en,reddisk\h
159,255,0,en,flourescent green
255,0,118,en,hot pimk
216,255,0,en,yellow
187,0,255,en,purple
255,77,0,en,red
255,0,205,en,magenta
255,0,107,en,reddixh pink
255,0,236,en,hot pink
235,0,255,en,pinkish
255,202,0,en,mustard yellow
255,0,30,en,brick red
240,255,0,en,yellow
255,226,0,en,bright yellow
152,0,255,en,purple
255,117,0,en,dark orange
255,0,144,en,magenta
255,250,0,en,yellow
170,0,255,en,purple
81,0,255,en,blue
255,0,76,en,red
255,0,164,en,pink
255,165,0,en,orange
255,93,0,en,orange
115,0,255,en,indigo
255,207,0,en,gold
255,142,0,en,orange
246,0,255,en,purple
198,255,0,en,lime
255,33,0,en,red
255,0,101,en,pink
255,0,111,en,magenta
255,0,108,en,magenta
255,0,234,en,periwinkle
255,185,0,en,mustard
255,103,0,en,orange
255,0,10,en,red
255,0,191,en,purple
241,0,255,en,purple
111,0,255,en,violet
203,255,0,en,lime
75,0,255,en,royal blue
255,224,0,en,mustard
255,143,0,en,tangerine
164,255,0,en,lime
177,0,255,en,purple
255,0,54,en,hot pink
255,244,0,en,mustard
255,0,173,en,pink
89,255,0,en,neon green
255,77,0,en,burnt orange
255,159,0,en,orange
255,184,0,en,orange
255,0,178,en,pink
255,104,0,en,orange red
179,0,255,en,purple
255,215,0,en,gold
255,249,0,en,yellow
210,255,0,en,chartreuse
255,152,0,en,orange
255,150,0,en,orange
255,0,73,en,hot pink
255,0,20,en,red
255,77,0,en,orange
255,0,150,en,magenta
255,0,82,en,pink red
255,0,255,en,orchid
97,255,0,en,bright green
118,0,255,en,purple
179,255,0,en,chartreuse
255,0,119,en,hot pink
255,0,219,en,magenta
170,255,0,en,green
255,238,0,en,yellow
200,255,0,en,green
255,0,39,en,fushchia
255,19,0,en,red
83,0,255,en,purple
255,176,0,en,amber
255,126,0,en,orange
255,0,206,en,pink
255,0,246,en,pink
255,0,56,en,fushchia
255,0,228,en,pink
255,0,156,en,pink
211,0,255,en,purple
255,0,87,en,fushchia
255,95,0,en,orange
255,198,0,en,yellow
112,255,0,en,green
255,0,137,en,pink
114,0,255,en,purple
255,255,0,en,yellow
72,0,255,en,blue
255,103,0,en,orange
255,252,0,en,yellow
173,0,255,en,purple
255,219,0,en,yellow
15,255,0,en,lime
255,0,91,en,pink
255,129,0,en,orange
255,158,0,en,orange
255,192,0,en,yellow
125,0,255,en,purple
138,255,0,en,green
245,0,255,en,magenta
255,0,168,en,pink
186,255,0,en,lime
255,53,0,en,red
255,0,67,en,red
119,255,0,en,green
255,0,7,en,red
255,0,114,en,pink
255,0,181,en,pink
255,0,231,en,magenta
117,255,0,en,green
247,255,0,en,yellow
105,0,255,en,purple
215,255,0,en,yellow green
255,162,0,en,orange
255,0,208,en,pink
255,135,0,en,orange
255,224,0,en,yellow
255,0,121,en,pink
255,0,191,en,pink
255,0,234,en,pink
255,163,0,en,yellow orange
255,0,99,en,pink
179,0,255,en,purple
255,152,0,en,yellow orange
255,0,145,en,pink
255,0,156,en,pink
190,255,0,en,green yellow
255,200,0,en,yellow
101,255,0,en,green
179,255,0,en,green yellow
255,0,48,en,red
255,0,191,en,magenta
255,218,0,en,yellow
169,255,0,en,chartruese
255,0,46,en,red
248,255,0,en,primary yellow
90,255,0,en,green
255,198,0,en,yellow
255,0,49,en,carmine red
121,0,255,en,purple
255,141,0,en,orange
27,0,255,en,dark blue
239,255,0,en,yellow
255,129,0,en,orange
255,0,250,en,magenta
128,0,255,en,purple
198,0,255,en,magenta
255,0,198,en,magenta
255,214,0,en,priamary yellow
255,0,163,en,magenta
255,0,226,en,magenta
255,0,138,en,fuchsia
255,177,0,en,yellow
255,67,0,en,orange
252,0,255,en,magenta
255,0,127,en,pink
255,0,86,en,red
255,119,0,en,orange
255,78,0,en,orange
255,0,52,en,red
255,182,0,en,yellow
255,0,236,en,magenta
208,255,0,en,yellow/green
66,255,0,en,light green
255,0,160,en,magenta
72,0,255,en,purple
255,0,255,en,magenta
255,0,22,en,red
255,251,0,en,yellow
255,0,112,en,pink
255,75,0,en,orange
255,0,206,en,magenta
140,255,0,en,lime green
255,109,0,en,orange
255,216,0,en,yellow
255,0,55,en,red/pink
112,0,255,en,purple
210,0,255,en,magenta
255,124,0,en,orange
255,0,244,en,bright pink
255,184,0,en,gold
255,181,0,en,gold
255,0,110,en,magenta
255,222,0,en,yellow
112,0,255,en,violet
255,169,0,en,orange
255,0,209,en,bright pink
255,0,142,en,fuchsia
238,255,0,en,neon yellow
191,255,0,en,neon yellow
54,255,0,en,neon green
181,0,255,en,neon purple
255,0,220,en,fuchsia
255,112,0,en,dark orange
255,126,0,en,orange
255,0,80,en,pink red
255,67,0,en,red orange
255,0,44,en,red
255,199,0,en,yellow orange
255,0,248,en,bright purple
150,255,0,en,green yellow
255,0,85,en,red
255,0,144,en,fuchsia
255,209,0,en,yellow
255,0,92,en,pink
223,0,255,en,purple
156,0,255,en,purple
255,223,0,en,yellow
255,119,0,en,orange
225,255,0,en,green
255,0,123,en,pink
255,181,0,en,orange
255,80,0,en,oragne
255,0,196,en,purple
135,0,255,en,purple
255,0,102,en,magenta
255,225,0,en,mustard
211,0,255,en,violet
255,0,255,en,purple
131,255,0,en,green
255,15,0,en,red
255,0,40,en,red
196,255,0,en,green
255,0,188,en,purple
255,0,61,en,red
255,0,123,en,pink
255,162,0,en,orange
255,139,0,en,orange
255,189,0,en,orange
255,0,234,en,purple
144,255,0,en,green
255,0,158,en,pink
255,104,0,en,orange
255,251,0,en,yellow
255,82,0,en,red
255,224,0,en,yellow
162,255,0,en,light green
252,0,255,en,fuchsia
217,255,0,en,mustard
255,0,102,en,hot pink
255,0,122,en,hot pink
66,255,0,en,neon green
173,0,255,en,violet
255,120,0,en,rust
255,183,0,en,orange
231,255,0,en,mustard yellow
255,0,68,en,hotter pink
255,0,39,en,red
255,202,0,en,orange
255,230,0,en,mustard
255,0,183,en,magenta
245,255,0,en,yellow
255,0,162,en,hot pink
255,64,0,en,red
255,0,207,en,fuchsia
75,0,255,en,dark blue
255,171,0,en,orange
147,0,255,en,violet
255,0,215,en,neon purple
245,0,255,en,magenta
126,0,255,en,violet
185,255,0,en,yellow green
255,111,0,en,light maroon
255,0,112,en,rose
255,149,0,en,orange
153,255,0,en,lime green
145,0,255,en,purple
255,238,0,en,yellow
255,160,0,en,orange
255,122,0,en,orange
255,246,0,en,yellow
255,106,0,en,orange
255,0,117,en,pink
255,81,0,en,orange
70,255,0,en,green
255,211,0,en,yellow
255,0,129,en,bright pink
255,0,71,en,deep pink
255,0,151,en,magenta
255,170,0,en,orange
246,255,0,en,yellow
185,255,0,en,lime green
255,0,37,en,deep red
72,255,0,en,green
255,0,108,en,magenta
255,0,78,en,dark magenta
255,0,235,en,light pink
255,38,0,en,maroon
255,162,0,en,macaroni
255,0,163,en,light pink
165,0,255,en,dull violet
255,52,0,en,red
128,0,255,en,purple
255,0,36,en,red
255,101,0,en,orange
255,0,137,en,hot pink
244,0,255,en,purple
255,0,211,en,purple
225,255,0,en,yellow
42,255,0,en,lime green
255,0,106,en,magenta
113,0,255,en,perrywinkle
224,0,255,en,bright purple
255,117,0,en,orange
175,0,255,en,violet
255,0,24,en,red
176,0,255,en,purple
255,0,109,en,pink
255,0,155,en,pink
255,0,214,en,purple
255,0,191,en,purple
255,0,41,en,red
255,0,182,en,magenta
255,64,0,en,orange
255,199,0,en,i had to pee yellow
255,237,0,en,yellow
255,0,225,en,light purple
255,137,0,en,i haven't peed for 4 days orange
255,238,0,en,yellow
255,0,109,en,hot pink
255,131,0,en,orange
203,255,0,en,yellow
255,170,0,en,orange
138,255,0,en,puke green
180,255,0,en,green
255,0,248,en,purple
189,255,0,en,green
255,0,65,en,red
40,0,255,en,blue
122,255,0,en,green
255,0,152,en,hot pink
255,0,66,en,red
172,0,255,en,purple
255,254,0,en,yellow
255,0,191,en,purple
255,207,0,en,honeycomb
81,255,0,en,light green
196,0,255,en,purple
255,0,235,en,violet
255,0,120,en,pink
255,0,13,en,red
255,0,188,en,magenta
255,64,0,en,orange
255,214,0,en,gold
220,255,0,en,greenish yellow
158,0,255,en,purple
255,133,0,en,orange
255,0,90,en,dark pink
255,0,72,en,dark pink
255,172,0,en,light orange
241,255,0,en,yellow
255,90,0,en,dark orange
255,151,0,en,orange
174,0,255,en,purple
191,255,0,en,lime
255,116,0,en,tangerine
255,0,146,en,magenta
255,212,0,en,mustard
255,0,254,en,pink
33,255,0,en,light green
171,255,0,en,yellow green
255,193,0,en,dark gold
255,0,163,en,dark pink
42,0,255,en,dark blue
255,173,0,en,light orange
211,255,0,en,yellow green
255,0,79,en,magenta
255,24,0,en,red
255,0,254,en,fusia
255,0,127,en,pink
255,139,0,en,orange
184,255,0,en,yellow green
255,0,199,en,fusia
238,255,0,en,yellow
202,0,255,en,violet
255,0,28,en,red pink
68,0,255,en,indigo
116,0,255,en,blue violet
255,61,0,en,red
78,255,0,en,forest green
255,165,0,en,orange
165,255,0,en,yellow green
255,0,206,en,fuchsia
255,0,92,en,bright pink
255,0,241,en,magenta
255,246,0,en,yellow
255,230,0,en,sunflower
220,0,255,en,purple
255,0,1,en,red
255,0,123,en,pink
255,0,59,en,bright pink
255,0,218,en,fusia
255,237,0,en,yellow
104,255,0,en,green
255,195,0,en,yellow orange
255,0,167,en,pink
156,0,255,en,purple
255,110,0,en,i haven't peed for 3 days orange
255,0,86,en,magenta
255,0,184,en,bright blued fuchsia
255,0,166,en,bright reddish fuchsia
255,123,0,en,slight reddish orange
185,255,0,en,lime
255,105,0,en,shaded orange
255,217,0,en,golden yellow
255,0,106,en,reddish fuchsia
187,255,0,en,lime
255,0,131,en,shaded reddish fuchsia
255,0,223,en,bright blued fuchsia
255,0,30,en,saturated clear red
255,0,57,en,red from purpled side
255,192,0,en,yellow with more orange
241,0,255,en,blue purple
87,255,0,en,slightly blued yellow green
182,0,255,en,shaded violet
